file_name,field,doc_value,cond_value,is_defect,injected,amount
batch1-0114,invoice_date,03/07/2015,02/05/2015,True,True,2.99
batch1-0067,invoice_date,08/24/2019,07/25/2019,True,True,21.56
batch1-0094,invoice_date,05/03/2017,04/03/2017,True,True,394.19
batch1-0115,invoice_date,03/01/2015,01/30/2015,True,True,55.0
batch1-0229,invoice_date,04/11/2016,03/12/2016,True,True,5101.77
batch1-0124,invoice_date,10/14/2017,11/04/2017,False,False,7737.7
batch1-0293,invoice_date,03/29/2021,04/19/2021,False,False,12.76
batch1-0298,invoice_date,03/14/2012,02/13/2012,True,True,162.33
batch1-0433,invoice_date,03/08/2015,02/06/2015,True,True,306.82
batch1-0263,invoice_date,01/24/2018,02/14/2018,False,False,247.84
batch1-0078,invoice_date,07/26/2018,06/26/2018,True,True,312.93
batch1-0066,invoice_date,01/02/2016,12/03/2015,True,True,1.99
batch1-0015,invoice_date,03/12/2012,02/11/2012,True,True,1469.45
batch1-0428,invoice_date,11/05/2017,10/06/2017,True,True,10.98
batch1-0006,invoice_date,12/25/2013,11/25/2013,True,True,732.34
batch1-0363,invoice_date,05/05/2019,04/05/2019,True,True,21.45
batch1-0461,invoice_date,08/10/2017,08/31/2017,False,False,48.14
batch1-0011,invoice_date,03/20/2016,02/19/2016,True,True,91.27
batch1-0041,invoice_date,07/18/2014,06/18/2014,True,True,194521.7
batch1-0040,invoice_date,09/27/2015,10/18/2015,False,False,191.26
batch1-0031,invoice_date,12/20/2011,01/10/2012,False,False,29.67
batch1-0295,invoice_date,01/20/2020,12/21/2019,True,True,43.96
batch1-0260,invoice_date,11/07/2011,10/08/2011,True,True,1023.94
batch1-0316,invoice_date,11/08/2020,10/09/2020,True,True,428.9
batch1-0206,invoice_date,07/10/2016,06/10/2016,True,True,731.23
batch1-0192,invoice_date,01/30/2016,12/31/2015,True,True,120.99
batch1-0340,invoice_date,12/06/2013,11/06/2013,True,True,269.49
batch1-0054,invoice_date,02/06/2014,01/07/2014,True,True,4007.31
batch1-0407,invoice_date,07/08/2020,07/29/2020,False,False,22.0
batch1-0455,invoice_date,09/12/2017,08/13/2017,True,True,4008.74
batch1-0169,invoice_date,05/10/2019,04/10/2019,True,True,25.52
batch1-0104,invoice_date,03/28/2016,02/27/2016,True,True,353.66
batch1-0065,invoice_date,05/19/2018,04/19/2018,True,True,152.87
batch1-0014,invoice_date,01/31/2021,01/01/2021,True,True,24.95
batch1-0388,invoice_date,03/17/2017,02/15/2017,True,True,2454.03
batch1-0457,invoice_date,02/02/2018,01/03/2018,True,True,2441.81
batch1-0060,invoice_date,11/26/2012,12/17/2012,False,False,32.83
batch1-0182,invoice_date,10/02/2020,09/02/2020,True,True,127.31
batch1-0072,invoice_date,06/29/2020,05/30/2020,True,True,324.5
batch1-0107,invoice_date,12/27/2013,11/27/2013,True,True,514.02
batch1-0224,invoice_date,04/05/2015,04/26/2015,False,False,6140.09
batch1-0231,invoice_date,02/27/2012,01/28/2012,True,True,18614.34
batch1-0058,invoice_date,12/21/2013,11/21/2013,True,True,470.92
batch1-0353,invoice_date,02/09/2018,03/02/2018,False,False,561.7
batch1-0352,invoice_date,12/17/2012,11/17/2012,True,True,18863.63
batch1-0256,invoice_date,05/14/2019,06/04/2019,False,False,47502.39
batch1-0383,invoice_date,04/08/2016,03/09/2016,True,True,304.92
batch1-0478,invoice_date,02/06/2015,01/07/2015,True,True,387.11
batch1-0205,invoice_date,05/14/2013,06/04/2013,False,False,3262.02
batch1-0313,invoice_date,01/21/2014,12/22/2013,True,True,323.14
batch1-0166,invoice_date,10/11/2013,09/11/2013,True,True,36.33
batch1-0235,invoice_date,07/10/2017,07/31/2017,False,False,418.84
batch1-0096,invoice_date,12/04/2018,11/04/2018,True,True,5664.9
batch1-0004,invoice_date,04/01/2017,03/02/2017,True,True,819.06
batch1-0024,invoice_date,01/03/2014,12/04/2013,True,True,98.95
batch1-0073,invoice_date,11/05/2019,10/06/2019,True,True,53.96
batch1-0070,invoice_date,02/15/2013,01/16/2013,True,True,1250.75
batch1-0380,invoice_date,01/16/2020,02/06/2020,False,False,18749.5
batch1-0436,invoice_date,11/26/2018,12/17/2018,False,False,307.93
batch1-0404,invoice_date,12/21/2012,01/11/2013,False,False,4695.01
batch1-0168,invoice_date,05/10/2012,04/10/2012,True,True,2511.2
batch1-0227,invoice_date,11/24/2013,10/25/2013,True,True,46215.06
batch1-0254,invoice_date,03/06/2012,02/05/2012,True,True,181.34
batch1-0289,invoice_date,09/03/2012,08/04/2012,True,True,350.24
batch1-0119,invoice_date,03/23/2021,02/21/2021,True,True,701.72
batch1-0149,invoice_date,02/24/2012,03/16/2012,False,False,10865.23
batch1-0102,invoice_date,05/11/2017,04/11/2017,True,True,321.95
batch1-0429,invoice_date,07/09/2015,06/09/2015,True,True,261.41
batch1-0009,invoice_date,01/17/2013,12/18/2012,True,True,124.79
batch1-0042,invoice_date,05/20/2013,06/10/2013,False,False,15574.11
batch1-0443,invoice_date,02/23/2013,01/24/2013,True,True,6.38
batch1-0453,invoice_date,02/08/2017,03/01/2017,False,False,29087.53
batch1-0370,invoice_date,03/21/2015,04/11/2015,False,False,4140.06
batch1-0202,invoice_date,10/26/2011,11/16/2011,False,False,1182.5
batch1-0109,invoice_date,01/08/2020,01/29/2020,False,False,986.7
batch1-0085,invoice_date,11/08/2020,11/29/2020,False,False,2970.0
batch1-0092,invoice_date,12/21/2016,11/21/2016,True,True,32.83
batch1-0037,invoice_date,11/12/2013,10/13/2013,True,True,151.38
batch1-0355,invoice_date,10/11/2012,09/11/2012,True,True,266.11
batch1-0459,invoice_date,12/21/2012,01/11/2013,False,False,20085.99
batch1-0252,invoice_date,02/18/2013,01/19/2013,True,True,25.15
batch1-0063,invoice_date,05/26/2021,04/26/2021,True,True,154.0
batch1-0287,invoice_date,03/27/2015,02/25/2015,True,True,204.27
batch1-0239,invoice_date,01/26/2017,12/27/2016,True,True,7269.8
batch1-0175,invoice_date,10/31/2015,10/01/2015,True,True,5375.57
batch1-0390,invoice_date,04/11/2017,05/02/2017,False,False,502.74
batch1-0419,invoice_date,02/11/2013,03/04/2013,False,False,365.13
batch1-0308,invoice_date,02/02/2018,01/03/2018,True,True,23988.86
batch1-0480,invoice_date,05/25/2017,04/25/2017,True,True,9809.8
batch1-0185,invoice_date,04/14/2014,03/15/2014,True,True,237.6
batch1-0193,invoice_date,03/19/2014,04/09/2014,False,False,1349.08
batch1-0212,invoice_date,03/29/2014,02/27/2014,True,True,178.16
batch1-0496,invoice_date,03/25/2012,02/24/2012,True,True,246.28
batch1-0101,invoice_date,11/12/2014,12/03/2014,False,False,5439.26
batch1-0437,invoice_date,09/22/2016,10/13/2016,False,False,1037.38
batch1-0346,invoice_date,02/21/2019,03/14/2019,False,False,190.62
batch1-0272,invoice_date,12/04/2016,12/25/2016,False,False,129.6
batch1-0013,invoice_date,10/17/2015,11/07/2015,False,False,237.29
batch1-0270,invoice_date,06/16/2020,05/17/2020,True,True,331.78
batch1-0139,invoice_date,09/05/2011,08/06/2011,True,True,743.58
batch1-0103,invoice_date,09/27/2017,10/18/2017,False,False,6097.29
batch1-0077,invoice_date,05/08/2020,05/29/2020,False,False,5295.73
batch1-0470,invoice_date,03/30/2016,02/29/2016,True,True,823.66
batch1-0255,invoice_date,04/12/2017,05/03/2017,False,False,103.92
batch1-0463,invoice_date,04/05/2019,03/06/2019,True,True,2069.23
batch1-0140,invoice_date,08/24/2016,09/14/2016,False,False,10319.1
batch1-0130,invoice_date,07/20/2012,06/20/2012,True,True,66.99
batch1-0047,invoice_date,05/07/2020,04/07/2020,True,True,4524.28
batch1-0221,invoice_date,05/29/2012,04/29/2012,True,True,125.23
batch1-0402,invoice_date,03/07/2019,03/28/2019,False,False,6004.31
batch1-0306,invoice_date,01/09/2015,12/10/2014,True,True,1330.04
batch1-0290,invoice_date,03/13/2015,02/11/2015,True,True,5213.9
batch1-0044,invoice_date,08/04/2013,07/05/2013,True,True,81.68
batch1-0145,invoice_date,03/09/2013,02/07/2013,True,True,6198.39
batch1-0069,invoice_date,08/19/2020,07/20/2020,True,True,162.79
batch1-0177,invoice_date,07/09/2014,06/09/2014,True,True,19.22
batch1-0413,invoice_date,02/12/2021,03/05/2021,False,False,346.19
batch1-0366,invoice_date,05/05/2015,04/05/2015,True,True,697.8
batch1-0146,invoice_date,12/23/2014,01/13/2015,False,False,205.21
batch1-0269,invoice_date,12/14/2018,01/04/2019,False,False,87.96
batch1-0200,invoice_date,09/26/2018,08/27/2018,True,True,162.72
batch1-0138,invoice_date,05/15/2017,04/15/2017,True,True,73824.49
batch1-0411,invoice_date,10/31/2020,11/21/2020,False,False,4306.26
batch1-0141,invoice_date,10/22/2011,09/22/2011,True,True,43.95
batch1-0012,invoice_date,11/22/2013,10/23/2013,True,True,5459.75
batch1-0456,invoice_date,12/07/2015,11/07/2015,True,True,99.0
batch1-0194,invoice_date,02/18/2016,01/19/2016,True,True,3221.63
batch1-0417,invoice_date,07/18/2012,06/18/2012,True,True,1660.86
batch1-0476,invoice_date,03/21/2021,02/19/2021,True,True,330.29
batch1-0449,invoice_date,06/19/2011,05/20/2011,True,True,17711.25
batch1-0032,invoice_date,06/13/2018,07/04/2018,False,False,21151.66
batch1-0100,invoice_date,05/22/2018,04/22/2018,True,True,235.79
batch1-0483,invoice_date,08/27/2017,07/28/2017,True,True,205.29
batch1-0250,invoice_date,01/10/2021,01/31/2021,False,False,208.5
batch1-0142,invoice_date,06/29/2018,05/30/2018,True,True,104.97
batch1-0134,invoice_date,04/07/2015,03/08/2015,True,True,10818.95
batch1-0135,invoice_date,01/18/2014,12/19/2013,True,True,274.95
batch1-0099,invoice_date,11/19/2013,10/20/2013,True,True,495.3
batch1-0029,invoice_date,07/29/2020,06/29/2020,True,True,7920.58
batch1-0131,invoice_date,10/14/2020,09/14/2020,True,True,74294.55
batch1-0369,invoice_date,08/18/2014,07/19/2014,True,True,716.27
batch1-0367,invoice_date,05/30/2015,06/20/2015,False,False,93439.3
batch1-0467,invoice_date,07/08/2016,06/08/2016,True,True,2149.21
batch1-0400,invoice_date,05/19/2015,04/19/2015,True,True,414.67
batch1-0368,invoice_date,10/19/2016,11/09/2016,False,False,107.78
batch1-0159,invoice_date,08/31/2014,08/01/2014,True,True,386.05
batch1-0265,invoice_date,09/29/2020,10/20/2020,False,False,15803.26
batch1-0028,invoice_date,12/20/2014,11/20/2014,True,True,1140.24
batch1-0232,invoice_date,12/10/2016,12/31/2016,False,False,5553.0
batch1-0464,invoice_date,02/14/2019,01/15/2019,True,True,633.96
batch1-0181,invoice_date,05/09/2016,04/09/2016,True,True,74.8
batch1-0299,invoice_date,10/19/2013,09/19/2013,True,True,191.76
batch1-0007,invoice_date,11/24/2019,12/15/2019,False,False,5138.35
batch1-0349,invoice_date,07/03/2013,07/24/2013,False,False,7645.22
batch1-0195,invoice_date,09/29/2020,08/30/2020,True,True,47600.71
batch1-0237,invoice_date,01/18/2012,02/08/2012,False,False,1022.88
batch1-0373,invoice_date,07/08/2017,07/29/2017,False,False,105.6
batch1-0046,invoice_date,03/15/2021,02/13/2021,True,True,759.03
batch1-0025,invoice_date,03/01/2014,01/30/2014,True,True,7920.0
batch1-0246,invoice_date,03/21/2017,04/11/2017,False,False,148.44
batch1-0176,invoice_date,12/27/2018,11/27/2018,True,True,56295.35
batch1-0186,invoice_date,05/24/2021,06/14/2021,False,False,907.4
batch1-0223,invoice_date,10/08/2013,09/08/2013,True,True,111.0
batch1-0036,invoice_date,11/19/2013,10/20/2013,True,True,8479.08
batch1-0129,invoice_date,08/25/2017,09/15/2017,False,False,891.0
batch1-0016,invoice_date,03/21/2015,04/11/2015,False,False,316.1
batch1-0222,invoice_date,07/27/2011,06/27/2011,True,True,47.77
batch1-0097,invoice_date,12/17/2018,01/07/2019,False,False,6208.38
batch1-0076,invoice_date,08/27/2015,07/28/2015,True,True,187.0
batch1-0052,invoice_date,04/18/2017,03/19/2017,True,True,243.71
batch1-0018,invoice_date,01/05/2017,12/06/2016,True,True,518.8
batch1-0008,invoice_date,12/08/2013,11/08/2013,True,True,12973.88
batch1-0030,invoice_date,05/31/2011,06/21/2011,False,False,2934.7
batch1-0111,invoice_date,10/03/2019,09/03/2019,True,True,10.94
batch1-0045,invoice_date,01/16/2018,02/06/2018,False,False,549.98
batch1-0064,invoice_date,04/30/2020,03/31/2020,True,True,5411.82
batch1-0282,invoice_date,02/19/2019,01/20/2019,True,True,2298.9
batch1-0198,invoice_date,03/21/2013,02/19/2013,True,True,39.51
batch1-0053,invoice_date,11/05/2015,11/26/2015,False,False,73.76
batch1-0033,invoice_date,12/13/2016,01/03/2017,False,False,329.84
batch1-0154,invoice_date,08/02/2012,07/03/2012,True,True,24038.28
batch1-0236,invoice_date,04/09/2019,03/10/2019,True,True,1100.73
batch1-0043,invoice_date,07/29/2012,08/19/2012,False,False,2804.92
batch1-0155,invoice_date,11/27/2018,12/18/2018,False,False,81508.24
batch1-0358,invoice_date,05/30/2019,06/20/2019,False,False,26.53
batch1-0351,invoice_date,12/21/2017,11/21/2017,True,True,109.94
batch1-0183,invoice_date,02/08/2021,01/09/2021,True,True,241.95
batch1-0162,invoice_date,05/03/2018,04/03/2018,True,True,17672.06
batch1-0285,invoice_date,02/18/2013,03/11/2013,False,False,200.4
batch1-0392,invoice_date,09/04/2015,09/25/2015,False,False,12543.64
batch1-0156,invoice_date,11/01/2013,10/02/2013,True,True,1704.45
batch1-0150,invoice_date,08/12/2018,09/02/2018,False,False,16.45
batch1-0323,invoice_date,03/02/2012,02/01/2012,True,True,3153.58
batch1-0465,invoice_date,04/22/2017,03/23/2017,True,True,108.06
batch1-0356,invoice_date,06/23/2012,05/24/2012,True,True,264.0
batch1-0233,invoice_date,06/22/2017,05/23/2017,True,True,631.99
batch1-0075,invoice_date,01/25/2021,12/26/2020,True,True,179.75
batch1-0178,invoice_date,03/25/2019,02/23/2019,True,True,51998.08
batch1-0211,invoice_date,07/22/2011,06/22/2011,True,True,142.9
batch1-0310,invoice_date,07/05/2017,06/05/2017,True,True,11880.0
batch1-0220,invoice_date,07/05/2016,07/26/2016,False,False,486.6
batch1-0126,invoice_date,04/17/2020,03/18/2020,True,True,274.42
batch1-0022,invoice_date,07/02/2014,07/23/2014,False,False,47320.32
batch1-0240,invoice_date,05/06/2013,04/06/2013,True,True,126.9
batch1-0339,invoice_date,08/03/2019,07/04/2019,True,True,6146.7
batch1-0248,invoice_date,06/03/2012,05/04/2012,True,True,11633.66
batch1-0301,invoice_date,05/07/2019,04/07/2019,True,True,1759.88
batch1-0127,invoice_date,03/21/2018,02/19/2018,True,True,19.77
batch1-0288,invoice_date,08/01/2019,07/02/2019,True,True,1.09
batch1-0055,invoice_date,05/27/2013,06/17/2013,False,False,14832.92
batch1-0440,invoice_date,12/29/2013,01/19/2014,False,False,8210.08
batch1-0311,invoice_date,07/21/2011,06/21/2011,True,True,122.12
batch1-0197,invoice_date,04/04/2017,04/25/2017,False,False,9.0
batch1-0438,invoice_date,11/29/2011,10/30/2011,True,True,76.99
batch1-0262,invoice_date,09/14/2018,08/15/2018,True,True,2.18
batch1-0143,invoice_date,10/24/2015,09/24/2015,True,True,17740.25
batch1-0332,invoice_date,09/09/2015,09/30/2015,False,False,1129.39
batch1-0034,invoice_date,09/01/2016,09/22/2016,False,False,373.98
batch1-0180,invoice_date,12/08/2011,11/08/2011,True,True,205.5
batch1-0315,invoice_date,10/27/2020,09/27/2020,True,True,324.5
batch1-0002,invoice_date,03/03/2012,02/02/2012,True,True,6860.45
batch1-0174,invoice_date,10/29/2012,09/29/2012,True,True,15937.63
batch1-0144,invoice_date,05/09/2016,05/30/2016,False,False,415.73
batch1-0068,invoice_date,02/23/2012,03/15/2012,False,False,2779.7
batch1-0334,invoice_date,02/16/2021,01/17/2021,True,True,50.05
batch1-0110,invoice_date,09/04/2019,09/25/2019,False,False,1669.75
batch1-0112,invoice_date,05/03/2012,05/24/2012,False,False,178.83
batch1-0079,invoice_date,04/19/2020,03/20/2020,True,True,62778.56
batch1-0441,invoice_date,02/05/2012,02/26/2012,False,False,924.44
batch1-0062,invoice_date,01/15/2018,12/16/2017,True,True,84314.78
batch1-0281,invoice_date,01/16/2017,02/06/2017,False,False,99.88
batch1-0125,invoice_date,08/10/2012,07/11/2012,True,True,1084.56
batch1-0294,invoice_date,03/04/2013,02/02/2013,True,True,989.67
batch1-0347,invoice_date,10/16/2015,09/16/2015,True,True,2099.42
batch1-0238,invoice_date,04/16/2020,03/17/2020,True,True,3065.64
batch1-0291,invoice_date,06/14/2013,05/15/2013,True,True,9645.88
batch1-0133,invoice_date,12/26/2014,11/26/2014,True,True,3454.44
batch1-0148,invoice_date,10/24/2015,09/24/2015,True,True,1721.01
batch1-0218,invoice_date,01/17/2019,02/07/2019,False,False,78.58
batch1-0371,invoice_date,03/20/2020,02/19/2020,True,True,329.99
batch1-0184,invoice_date,06/21/2015,07/12/2015,False,False,150.19
batch1-0284,invoice_date,11/05/2019,10/06/2019,True,True,2194.5
batch1-0396,invoice_date,06/20/2015,07/11/2015,False,False,337.45
batch1-0106,invoice_date,11/15/2014,10/16/2014,True,True,465.17
batch1-0430,invoice_date,08/17/2015,07/18/2015,True,True,70053.37
batch1-0378,invoice_date,03/28/2020,02/27/2020,True,True,131.92
batch1-0074,invoice_date,09/02/2019,08/03/2019,True,True,4151.23
batch1-0213,invoice_date,03/06/2012,03/27/2012,False,False,38879.73
batch1-0324,invoice_date,05/11/2021,04/11/2021,True,True,198.0
batch1-0397,invoice_date,07/22/2020,06/22/2020,True,True,159.45
batch1-0423,invoice_date,11/11/2014,10/12/2014,True,True,5597.66
batch1-0086,invoice_date,01/10/2012,12/11/2011,True,True,1237.5
batch1-0121,invoice_date,10/17/2020,09/17/2020,True,True,791.96
batch1-0088,invoice_date,12/22/2013,11/22/2013,True,True,500.24
batch1-0152,invoice_date,05/15/2018,04/15/2018,True,True,161.94
batch1-0117,invoice_date,10/09/2014,09/09/2014,True,True,375.04
batch1-0190,invoice_date,04/09/2016,03/10/2016,True,True,638.57
batch1-0201,invoice_date,10/15/2013,09/15/2013,True,True,1159.39
batch1-0445,invoice_date,03/19/2020,04/09/2020,False,False,1770.9
batch1-0432,invoice_date,11/26/2018,10/27/2018,True,True,191.57
batch1-0410,invoice_date,08/29/2015,09/19/2015,False,False,41.53
batch1-0473,invoice_date,01/07/2020,12/08/2019,True,True,19.76
batch1-0322,invoice_date,04/22/2018,03/23/2018,True,True,415.69
batch1-0406,invoice_date,12/04/2019,11/04/2019,True,True,106.7
batch1-0484,invoice_date,07/09/2014,06/09/2014,True,True,66.0
batch1-0191,invoice_date,12/29/2017,11/29/2017,True,True,1095.24
batch1-0382,invoice_date,12/22/2015,11/22/2015,True,True,112.13
batch1-0450,invoice_date,09/05/2018,09/26/2018,False,False,524.67
batch1-0326,invoice_date,03/08/2014,03/29/2014,False,False,155.98
batch1-0017,invoice_date,01/28/2021,12/29/2020,True,True,401.88
batch1-0446,invoice_date,10/05/2014,09/05/2014,True,True,359.26
batch1-0266,invoice_date,11/08/2015,11/29/2015,False,False,760.1
batch1-0471,invoice_date,08/30/2011,09/20/2011,False,False,40.3
batch1-0089,invoice_date,06/08/2019,06/29/2019,False,False,154.1
batch1-0172,invoice_date,03/14/2013,02/12/2013,True,True,171.24
batch1-0481,invoice_date,02/05/2014,01/06/2014,True,True,395.75
batch1-0431,invoice_date,08/02/2014,07/03/2014,True,True,22660.0
batch1-0188,invoice_date,06/18/2017,07/09/2017,False,False,8357.28
batch1-0257,invoice_date,06/11/2011,07/02/2011,False,False,25.5
batch1-0253,invoice_date,07/05/2020,06/05/2020,True,True,1324.32
batch1-0225,invoice_date,01/30/2019,12/31/2018,True,True,199.2
batch1-0153,invoice_date,03/19/2017,04/09/2017,False,False,232.16
batch1-0325,invoice_date,05/02/2018,05/23/2018,False,False,833.12
batch1-0234,invoice_date,04/15/2017,03/16/2017,True,True,51823.31
batch1-0090,invoice_date,07/07/2016,06/07/2016,True,True,3541.78
batch1-0303,invoice_date,07/22/2014,08/12/2014,False,False,87.96
batch1-0364,invoice_date,02/04/2014,01/05/2014,True,True,26329.42
batch1-0319,invoice_date,04/27/2017,05/18/2017,False,False,593.2
batch1-0451,invoice_date,04/01/2018,04/22/2018,False,False,916.21
batch1-0208,invoice_date,06/20/2018,07/11/2018,False,False,5493.34
batch1-0317,invoice_date,04/23/2014,03/24/2014,True,True,13111.43
batch1-0049,invoice_date,01/11/2018,12/12/2017,True,True,342.87
batch1-0071,invoice_date,09/06/2013,09/27/2013,False,False,1731.35
batch1-0280,invoice_date,12/12/2020,01/02/2021,False,False,203.19
batch1-0412,invoice_date,02/17/2021,01/18/2021,True,True,284.86
batch1-0408,invoice_date,08/09/2014,08/30/2014,False,False,328.42
batch1-0091,invoice_date,05/01/2015,04/01/2015,True,True,551.54
batch1-0460,invoice_date,02/23/2014,01/24/2014,True,True,64.99
batch1-0247,invoice_date,06/02/2015,05/03/2015,True,True,9.35
batch1-0010,invoice_date,06/25/2014,05/26/2014,True,True,6573.33
batch1-0258,invoice_date,07/26/2011,06/26/2011,True,True,44630.49
batch1-0331,invoice_date,02/05/2018,01/06/2018,True,True,1773.75
batch1-0048,invoice_date,10/09/2011,09/09/2011,True,True,529.78
batch1-0275,invoice_date,03/24/2018,02/22/2018,True,True,120.62
batch1-0330,invoice_date,12/16/2015,11/16/2015,True,True,389.27
batch1-0418,invoice_date,05/30/2018,06/20/2018,False,False,274.45
batch1-0381,invoice_date,01/06/2017,12/07/2016,True,True,665.49
batch1-0203,invoice_date,11/27/2012,10/28/2012,True,True,3187.64
batch1-0314,invoice_date,04/03/2014,03/04/2014,True,True,880.89
batch1-0209,invoice_date,08/11/2018,07/12/2018,True,True,6594.14
batch1-0120,invoice_date,11/26/2017,10/27/2017,True,True,9908.95
batch1-0051,invoice_date,01/17/2016,12/18/2015,True,True,2237.95
batch1-0179,invoice_date,05/29/2012,04/29/2012,True,True,726.52
batch1-0454,invoice_date,05/11/2020,06/01/2020,False,False,993.96
batch1-0302,invoice_date,10/16/2017,09/16/2017,True,True,1026.7
batch1-0318,invoice_date,02/01/2020,01/02/2020,True,True,39974.41
batch1-0113,invoice_date,04/28/2019,03/29/2019,True,True,4416.24
batch1-0163,invoice_date,07/09/2020,07/30/2020,False,False,1802.53
batch1-0354,invoice_date,02/04/2021,01/05/2021,True,True,3805.63
batch1-0161,invoice_date,01/04/2019,12/05/2018,True,True,113938.41
batch1-0271,invoice_date,03/16/2017,04/06/2017,False,False,1843.4
batch1-0128,invoice_date,01/31/2012,01/01/2012,True,True,63.32
batch1-0427,invoice_date,07/24/2013,08/14/2013,False,False,3756.43
batch1-0344,invoice_date,04/24/2017,03/25/2017,True,True,889.76
batch1-0342,invoice_date,05/25/2018,04/25/2018,True,True,92.88
batch1-0482,invoice_date,08/13/2019,07/14/2019,True,True,8605.01
batch1-0333,invoice_date,10/07/2020,09/07/2020,True,True,137.5
batch1-0268,invoice_date,06/24/2019,05/25/2019,True,True,3129.42
batch1-0050,invoice_date,07/24/2012,06/24/2012,True,True,25738.94
batch1-0466,invoice_date,02/03/2013,01/04/2013,True,True,377.52
batch1-0038,invoice_date,01/30/2021,02/20/2021,False,False,2022.82
batch1-0251,invoice_date,08/08/2015,07/09/2015,True,True,1438.21
batch1-0061,invoice_date,06/12/2017,05/13/2017,True,True,5743.69
batch1-0296,invoice_date,08/20/2012,07/21/2012,True,True,169.25
batch1-0241,invoice_date,05/12/2014,04/12/2014,True,True,60.45
batch1-0199,invoice_date,01/20/2012,02/10/2012,False,False,1023.94
batch1-0415,invoice_date,03/28/2017,02/26/2017,True,True,21710.03
batch1-0387,invoice_date,11/06/2014,10/07/2014,True,True,8487.82
batch1-0261,invoice_date,05/24/2021,04/24/2021,True,True,21467.33
batch1-0424,invoice_date,04/30/2015,03/31/2015,True,True,245.2
batch1-0393,invoice_date,11/28/2011,10/29/2011,True,True,19.69
batch1-0329,invoice_date,08/12/2019,07/13/2019,True,True,46.75
batch1-0492,invoice_date,03/30/2020,02/29/2020,True,True,771.54
batch1-0216,invoice_date,08/24/2018,09/14/2018,False,False,47.28
batch1-0228,invoice_date,02/01/2017,02/22/2017,False,False,37016.78
batch1-0243,invoice_date,05/10/2015,04/10/2015,True,True,19347.41
batch1-0215,invoice_date,12/21/2018,01/11/2019,False,False,88976.98
batch1-0273,invoice_date,06/20/2015,07/11/2015,False,False,107680.75
