file_name,field,doc_value,cond_value,is_defect,injected,amount
batch1-0078,total,312.93,312.62,True,True,312.93
batch1-0066,total,1.99,1.99,False,True,1.99
batch1-0015,total,1469.45,1467.98,True,True,1469.45
batch1-0428,total,10.98,10.97,False,True,10.98
batch1-0006,total,732.34,731.61,True,True,732.34
batch1-0363,total,21.45,21.47,True,True,21.45
batch1-0461,total,48.14,48.14,False,False,48.14
batch1-0011,total,91.27,91.36,True,True,91.27
batch1-0041,total,194521.7,194327.18,True,True,194521.7
batch1-0040,total,191.26,191.26,False,False,191.26
batch1-0031,total,29.67,29.67,False,False,29.67
batch1-0295,total,43.96,43.92,True,True,43.96
batch1-0260,total,1023.94,1022.92,True,True,1023.94
batch1-0316,total,428.9,429.33,True,True,428.9
batch1-0206,total,731.23,730.5,True,True,731.23
batch1-0192,total,120.99,121.11,True,True,120.99
batch1-0340,total,269.49,269.22,True,True,269.49
batch1-0054,total,4007.31,4011.32,True,True,4007.31
batch1-0407,total,22.0,22.0,False,False,22.0
batch1-0455,total,4008.74,4012.75,True,True,4008.74
batch1-0169,total,25.52,25.55,True,True,25.52
batch1-0104,total,353.66,353.31,True,True,353.66
batch1-0065,total,152.87,152.72,True,True,152.87
batch1-0014,total,24.95,24.93,True,True,24.95
batch1-0388,total,2454.03,2451.58,True,True,2454.03
batch1-0457,total,2441.81,2444.25,True,True,2441.81
batch1-0060,total,32.83,32.83,False,False,32.83
batch1-0182,total,127.31,127.44,True,True,127.31
batch1-0072,total,324.5,324.18,True,True,324.5
batch1-0107,total,514.02,514.53,True,True,514.02
batch1-0224,total,6140.09,6140.09,False,False,6140.09
batch1-0231,total,18614.34,18632.95,True,True,18614.34
batch1-0058,total,470.92,471.39,True,True,470.92
batch1-0353,total,561.7,561.7,False,False,561.7
batch1-0352,total,18863.63,18844.77,True,True,18863.63
batch1-0256,total,47502.39,47502.39,False,False,47502.39
batch1-0383,total,304.92,304.62,True,True,304.92
batch1-0478,total,387.11,386.72,True,True,387.11
batch1-0205,total,3262.02,3262.02,False,False,3262.02
batch1-0313,total,323.14,322.82,True,True,323.14
batch1-0166,total,36.33,36.29,True,True,36.33
batch1-0235,total,418.84,418.84,False,False,418.84
batch1-0096,total,5664.9,5670.56,True,True,5664.9
batch1-0004,total,819.06,819.88,True,True,819.06
batch1-0024,total,98.95,99.05,True,True,98.95
batch1-0073,total,53.96,54.01,True,True,53.96
batch1-0070,total,1250.75,1252.0,True,True,1250.75
batch1-0380,total,18749.5,18749.5,False,False,18749.5
batch1-0436,total,307.93,307.93,False,False,307.93
batch1-0404,total,4695.01,4695.01,False,False,4695.01
batch1-0168,total,2511.2,2508.69,True,True,2511.2
batch1-0227,total,46215.06,46168.84,True,True,46215.06
batch1-0254,total,181.34,181.16,True,True,181.34
batch1-0289,total,350.24,349.89,True,True,350.24
batch1-0119,total,701.72,701.02,True,True,701.72
batch1-0149,total,10865.23,10865.23,False,False,10865.23
batch1-0102,total,321.95,322.27,True,True,321.95
batch1-0429,total,261.41,261.15,True,True,261.41
batch1-0009,total,124.79,124.67,True,True,124.79
batch1-0042,total,15574.11,15574.11,False,False,15574.11
batch1-0443,total,6.38,6.37,False,True,6.38
batch1-0453,total,29087.53,29087.53,False,False,29087.53
batch1-0370,total,4140.06,4140.06,False,False,4140.06
batch1-0202,total,1182.5,1182.5,False,False,1182.5
batch1-0109,total,986.7,986.7,False,False,986.7
batch1-0085,total,2970.0,2970.0,False,False,2970.0
batch1-0092,total,32.83,32.86,True,True,32.83
batch1-0037,total,151.38,151.53,True,True,151.38
batch1-0355,total,266.11,266.38,True,True,266.11
batch1-0459,total,20085.99,20085.99,False,False,20085.99
batch1-0252,total,25.15,25.18,True,True,25.15
batch1-0063,total,154.0,154.15,True,True,154.0
batch1-0287,total,204.27,204.07,True,True,204.27
batch1-0239,total,7269.8,7262.53,True,True,7269.8
batch1-0175,total,5375.57,5370.19,True,True,5375.57
batch1-0390,total,502.74,502.74,False,False,502.74
batch1-0419,total,365.13,365.13,False,False,365.13
batch1-0308,total,23988.86,23964.87,True,True,23988.86
batch1-0480,total,9809.8,9799.99,True,True,9809.8
batch1-0185,total,237.6,237.84,True,True,237.6
batch1-0193,total,1349.08,1349.08,False,False,1349.08
batch1-0212,total,178.16,177.98,True,True,178.16
batch1-0496,total,246.28,246.53,True,True,246.28
batch1-0101,total,5439.26,5439.26,False,False,5439.26
batch1-0437,total,1037.38,1037.38,False,False,1037.38
batch1-0346,total,190.62,190.62,False,False,190.62
batch1-0272,total,129.6,129.6,False,False,129.6
batch1-0013,total,237.29,237.29,False,False,237.29
batch1-0270,total,331.78,332.11,True,True,331.78
batch1-0139,total,743.58,742.84,True,True,743.58
batch1-0103,total,6097.29,6097.29,False,False,6097.29
batch1-0077,total,5295.73,5295.73,False,False,5295.73
batch1-0470,total,823.66,822.84,True,True,823.66
batch1-0255,total,103.92,103.92,False,False,103.92
batch1-0463,total,2069.23,2067.16,True,True,2069.23
batch1-0140,total,10319.1,10319.1,False,False,10319.1
batch1-0130,total,66.99,67.06,True,True,66.99
batch1-0047,total,4524.28,4519.76,True,True,4524.28
batch1-0221,total,125.23,125.36,True,True,125.23
batch1-0402,total,6004.31,6004.31,False,False,6004.31
batch1-0306,total,1330.04,1331.37,True,True,1330.04
batch1-0290,total,5213.9,5208.69,True,True,5213.9
batch1-0044,total,81.68,81.6,True,True,81.68
batch1-0145,total,6198.39,6204.59,True,True,6198.39
batch1-0069,total,162.79,162.63,True,True,162.79
batch1-0177,total,19.22,19.24,True,True,19.22
batch1-0413,total,346.19,346.19,False,False,346.19
batch1-0366,total,697.8,697.1,True,True,697.8
batch1-0146,total,205.21,205.21,False,False,205.21
batch1-0269,total,87.96,87.96,False,False,87.96
batch1-0200,total,162.72,162.56,True,True,162.72
batch1-0138,total,73824.49,73750.67,True,True,73824.49
batch1-0411,total,4306.26,4306.26,False,False,4306.26
batch1-0141,total,43.95,43.99,True,True,43.95
batch1-0012,total,5459.75,5454.29,True,True,5459.75
batch1-0456,total,99.0,99.1,True,True,99.0
batch1-0194,total,3221.63,3224.85,True,True,3221.63
batch1-0417,total,1660.86,1662.52,True,True,1660.86
batch1-0476,total,330.29,330.62,True,True,330.29
batch1-0449,total,17711.25,17693.54,True,True,17711.25
batch1-0032,total,21151.66,21151.66,False,False,21151.66
batch1-0100,total,235.79,236.03,True,True,235.79
batch1-0483,total,205.29,205.5,True,True,205.29
batch1-0250,total,208.5,208.5,False,False,208.5
batch1-0142,total,104.97,105.07,True,True,104.97
batch1-0134,total,10818.95,10808.13,True,True,10818.95
batch1-0135,total,274.95,275.22,True,True,274.95
batch1-0099,total,495.3,495.8,True,True,495.3
batch1-0029,total,7920.58,7928.5,True,True,7920.58
batch1-0131,total,74294.55,74368.84,True,True,74294.55
batch1-0369,total,716.27,716.99,True,True,716.27
batch1-0367,total,93439.3,93439.3,False,False,93439.3
batch1-0467,total,2149.21,2147.06,True,True,2149.21
batch1-0400,total,414.67,414.26,True,True,414.67
batch1-0368,total,107.78,107.78,False,False,107.78
batch1-0159,total,386.05,385.66,True,True,386.05
batch1-0265,total,15803.26,15803.26,False,False,15803.26
batch1-0028,total,1140.24,1139.1,True,True,1140.24
batch1-0232,total,5553.0,5553.0,False,False,5553.0
batch1-0464,total,633.96,633.33,True,True,633.96
batch1-0181,total,74.8,74.73,True,True,74.8
batch1-0299,total,191.76,191.57,True,True,191.76
batch1-0007,total,5138.35,5138.35,False,False,5138.35
batch1-0349,total,7645.22,7645.22,False,False,7645.22
batch1-0195,total,47600.71,47553.11,True,True,47600.71
batch1-0237,total,1022.88,1022.88,False,False,1022.88
batch1-0373,total,105.6,105.6,False,False,105.6
batch1-0046,total,759.03,758.27,True,True,759.03
batch1-0025,total,7920.0,7912.08,True,True,7920.0
batch1-0246,total,148.44,148.44,False,False,148.44
batch1-0176,total,56295.35,56351.65,True,True,56295.35
batch1-0186,total,907.4,907.4,False,False,907.4
batch1-0223,total,111.0,110.89,True,True,111.0
batch1-0036,total,8479.08,8487.56,True,True,8479.08
batch1-0129,total,891.0,891.0,False,False,891.0
batch1-0016,total,316.1,316.1,False,False,316.1
batch1-0222,total,47.77,47.72,True,True,47.77
batch1-0097,total,6208.38,6208.38,False,False,6208.38
batch1-0076,total,187.0,186.81,True,True,187.0
batch1-0052,total,243.71,243.95,True,True,243.71
batch1-0018,total,518.8,518.28,True,True,518.8
batch1-0008,total,12973.88,12960.91,True,True,12973.88
batch1-0030,total,2934.7,2934.7,False,False,2934.7
batch1-0111,total,10.94,10.95,False,True,10.94
batch1-0045,total,549.98,549.98,False,False,549.98
batch1-0064,total,5411.82,5417.23,True,True,5411.82
batch1-0282,total,2298.9,2296.6,True,True,2298.9
batch1-0198,total,39.51,39.55,True,True,39.51
batch1-0053,total,73.76,73.76,False,False,73.76
batch1-0033,total,329.84,329.84,False,False,329.84
batch1-0154,total,24038.28,24062.32,True,True,24038.28
batch1-0236,total,1100.73,1099.63,True,True,1100.73
batch1-0043,total,2804.92,2804.92,False,False,2804.92
batch1-0155,total,81508.24,81508.24,False,False,81508.24
batch1-0358,total,26.53,26.53,False,False,26.53
batch1-0351,total,109.94,109.83,True,True,109.94
batch1-0183,total,241.95,241.71,True,True,241.95
batch1-0162,total,17672.06,17654.39,True,True,17672.06
batch1-0285,total,200.4,200.4,False,False,200.4
batch1-0392,total,12543.64,12543.64,False,False,12543.64
batch1-0156,total,1704.45,1706.15,True,True,1704.45
batch1-0150,total,16.45,16.45,False,False,16.45
batch1-0323,total,3153.58,3156.73,True,True,3153.58
batch1-0465,total,108.06,107.95,True,True,108.06
batch1-0356,total,264.0,264.26,True,True,264.0
batch1-0233,total,631.99,631.36,True,True,631.99
batch1-0075,total,179.75,179.57,True,True,179.75
batch1-0178,total,51998.08,51946.08,True,True,51998.08
batch1-0211,total,142.9,143.04,True,True,142.9
batch1-0310,total,11880.0,11868.12,True,True,11880.0
batch1-0220,total,486.6,486.6,False,False,486.6
batch1-0126,total,274.42,274.69,True,True,274.42
batch1-0022,total,47320.32,47320.32,False,False,47320.32
batch1-0240,total,126.9,126.77,True,True,126.9
batch1-0339,total,6146.7,6140.55,True,True,6146.7
batch1-0248,total,11633.66,11645.29,True,True,11633.66
batch1-0301,total,1759.88,1761.64,True,True,1759.88
batch1-0127,total,19.77,19.75,True,True,19.77
batch1-0288,total,1.09,1.09,False,True,1.09
batch1-0055,total,14832.92,14832.92,False,False,14832.92
batch1-0440,total,8210.08,8210.08,False,False,8210.08
batch1-0311,total,122.12,122.24,True,True,122.12
batch1-0197,total,9.0,9.0,False,False,9.0
batch1-0438,total,76.99,76.91,True,True,76.99
batch1-0262,total,2.18,2.18,False,True,2.18
batch1-0143,total,17740.25,17722.51,True,True,17740.25
batch1-0332,total,1129.39,1129.39,False,False,1129.39
batch1-0034,total,373.98,373.98,False,False,373.98
batch1-0180,total,205.5,205.71,True,True,205.5
batch1-0315,total,324.5,324.18,True,True,324.5
batch1-0002,total,6860.45,6853.59,True,True,6860.45
batch1-0174,total,15937.63,15953.57,True,True,15937.63
batch1-0144,total,415.73,415.73,False,False,415.73
batch1-0068,total,2779.7,2779.7,False,False,2779.7
batch1-0334,total,50.05,50.1,True,True,50.05
batch1-0110,total,1669.75,1669.75,False,False,1669.75
batch1-0112,total,178.83,178.83,False,False,178.83
batch1-0079,total,62778.56,62841.34,True,True,62778.56
batch1-0441,total,924.44,924.44,False,False,924.44
batch1-0062,total,84314.78,84230.47,True,True,84314.78
batch1-0281,total,99.88,99.88,False,False,99.88
batch1-0125,total,1084.56,1083.48,True,True,1084.56
batch1-0294,total,989.67,990.66,True,True,989.67
batch1-0347,total,2099.42,2101.52,True,True,2099.42
batch1-0238,total,3065.64,3068.71,True,True,3065.64
batch1-0291,total,9645.88,9655.53,True,True,9645.88
batch1-0133,total,3454.44,3450.99,True,True,3454.44
batch1-0148,total,1721.01,1722.73,True,True,1721.01
batch1-0218,total,78.58,78.58,False,False,78.58
batch1-0371,total,329.99,329.66,True,True,329.99
batch1-0184,total,150.19,150.19,False,False,150.19
batch1-0284,total,2194.5,2192.31,True,True,2194.5
batch1-0396,total,337.45,337.45,False,False,337.45
batch1-0106,total,465.17,464.7,True,True,465.17
batch1-0430,total,70053.37,70123.42,True,True,70053.37
batch1-0378,total,131.92,132.05,True,True,131.92
batch1-0074,total,4151.23,4147.08,True,True,4151.23
batch1-0213,total,38879.73,38879.73,False,False,38879.73
batch1-0324,total,198.0,198.2,True,True,198.0
batch1-0397,total,159.45,159.29,True,True,159.45
batch1-0423,total,5597.66,5592.06,True,True,5597.66
batch1-0086,total,1237.5,1236.26,True,True,1237.5
batch1-0121,total,791.96,791.17,True,True,791.96
batch1-0088,total,500.24,499.74,True,True,500.24
batch1-0152,total,161.94,161.78,True,True,161.94
batch1-0117,total,375.04,375.42,True,True,375.04
batch1-0190,total,638.57,639.21,True,True,638.57
batch1-0201,total,1159.39,1160.55,True,True,1159.39
batch1-0445,total,1770.9,1770.9,False,False,1770.9
batch1-0432,total,191.57,191.76,True,True,191.57
batch1-0410,total,41.53,41.53,False,False,41.53
batch1-0473,total,19.76,19.74,True,True,19.76
batch1-0322,total,415.69,416.11,True,True,415.69
batch1-0406,total,106.7,106.81,True,True,106.7
batch1-0484,total,66.0,65.93,True,True,66.0
batch1-0191,total,1095.24,1096.34,True,True,1095.24
batch1-0382,total,112.13,112.24,True,True,112.13
batch1-0450,total,524.67,524.67,False,False,524.67
batch1-0326,total,155.98,155.98,False,False,155.98
batch1-0017,total,401.88,402.28,True,True,401.88
batch1-0446,total,359.26,358.9,True,True,359.26
batch1-0266,total,760.1,760.1,False,False,760.1
batch1-0471,total,40.3,40.3,False,False,40.3
batch1-0089,total,154.1,154.1,False,False,154.1
batch1-0172,total,171.24,171.07,True,True,171.24
batch1-0481,total,395.75,396.15,True,True,395.75
batch1-0431,total,22660.0,22637.34,True,True,22660.0
batch1-0188,total,8357.28,8357.28,False,False,8357.28
batch1-0257,total,25.5,25.5,False,False,25.5
batch1-0253,total,1324.32,1323.0,True,True,1324.32
batch1-0225,total,199.2,199.4,True,True,199.2
batch1-0153,total,232.16,232.16,False,False,232.16
batch1-0325,total,833.12,833.12,False,False,833.12
batch1-0234,total,51823.31,51771.49,True,True,51823.31
batch1-0090,total,3541.78,3545.32,True,True,3541.78
batch1-0303,total,87.96,87.96,False,False,87.96
batch1-0364,total,26329.42,26303.09,True,True,26329.42
batch1-0319,total,593.2,593.2,False,False,593.2
batch1-0451,total,916.21,916.21,False,False,916.21
batch1-0208,total,5493.34,5493.34,False,False,5493.34
batch1-0317,total,13111.43,13124.54,True,True,13111.43
batch1-0049,total,342.87,343.21,True,True,342.87
batch1-0071,total,1731.35,1731.35,False,False,1731.35
batch1-0280,total,203.19,203.19,False,False,203.19
batch1-0412,total,284.86,285.14,True,True,284.86
batch1-0408,total,328.42,328.42,False,False,328.42
batch1-0091,total,551.54,550.99,True,True,551.54
batch1-0460,total,64.99,65.05,True,True,64.99
batch1-0247,total,9.35,9.36,False,True,9.35
batch1-0010,total,6573.33,6579.9,True,True,6573.33
batch1-0258,total,44630.49,44585.86,True,True,44630.49
batch1-0331,total,1773.75,1775.52,True,True,1773.75
batch1-0048,total,529.78,530.31,True,True,529.78
batch1-0275,total,120.62,120.5,True,True,120.62
batch1-0330,total,389.27,389.66,True,True,389.27
batch1-0418,total,274.45,274.45,False,False,274.45
batch1-0381,total,665.49,666.16,True,True,665.49
batch1-0203,total,3187.64,3184.45,True,True,3187.64
batch1-0314,total,880.89,881.77,True,True,880.89
batch1-0209,total,6594.14,6600.73,True,True,6594.14
batch1-0120,total,9908.95,9918.86,True,True,9908.95
batch1-0051,total,2237.95,2235.71,True,True,2237.95
batch1-0179,total,726.52,725.79,True,True,726.52
batch1-0454,total,993.96,993.96,False,False,993.96
batch1-0302,total,1026.7,1027.73,True,True,1026.7
batch1-0318,total,39974.41,39934.44,True,True,39974.41
batch1-0113,total,4416.24,4420.66,True,True,4416.24
batch1-0163,total,1802.53,1802.53,False,False,1802.53
batch1-0354,total,3805.63,3809.44,True,True,3805.63
batch1-0161,total,113938.41,113824.47,True,True,113938.41
batch1-0271,total,1843.4,1843.4,False,False,1843.4
batch1-0128,total,63.32,63.38,True,True,63.32
batch1-0427,total,3756.43,3756.43,False,False,3756.43
batch1-0344,total,889.76,890.65,True,True,889.76
batch1-0342,total,92.88,92.79,True,True,92.88
batch1-0482,total,8605.01,8613.62,True,True,8605.01
batch1-0333,total,137.5,137.64,True,True,137.5
batch1-0268,total,3129.42,3126.29,True,True,3129.42
batch1-0050,total,25738.94,25764.68,True,True,25738.94
batch1-0466,total,377.52,377.9,True,True,377.52
batch1-0038,total,2022.82,2022.82,False,False,2022.82
batch1-0251,total,1438.21,1436.77,True,True,1438.21
batch1-0061,total,5743.69,5749.43,True,True,5743.69
batch1-0296,total,169.25,169.08,True,True,169.25
batch1-0241,total,60.45,60.39,True,True,60.45
batch1-0199,total,1023.94,1023.94,False,False,1023.94
batch1-0415,total,21710.03,21731.74,True,True,21710.03
batch1-0387,total,8487.82,8479.33,True,True,8487.82
batch1-0261,total,21467.33,21488.8,True,True,21467.33
batch1-0424,total,245.2,244.95,True,True,245.2
batch1-0393,total,19.69,19.71,True,True,19.69
batch1-0329,total,46.75,46.8,True,True,46.75
batch1-0492,total,771.54,770.77,True,True,771.54
batch1-0216,total,47.28,47.28,False,False,47.28
batch1-0228,total,37016.78,37016.78,False,False,37016.78
batch1-0243,total,19347.41,19328.06,True,True,19347.41
batch1-0215,total,88976.98,88976.98,False,False,88976.98
batch1-0273,total,107680.75,107680.75,False,False,107680.75
batch1-0084,total,2322.84,2322.84,False,False,2322.84
batch1-0003,total,44745.59,44700.84,True,True,44745.59
batch1-0409,total,329.83,330.16,True,True,329.83
batch1-0343,total,17529.89,17547.42,True,True,17529.89
batch1-0389,total,15096.06,15111.16,True,True,15096.06
batch1-0403,total,32625.33,32592.7,True,True,32625.33
batch1-0160,total,281.25,281.53,True,True,281.25
batch1-0345,total,6591.93,6585.34,True,True,6591.93
batch1-0207,total,19208.48,19227.69,True,True,19208.48
batch1-0297,total,8.8,8.81,False,True,8.8
batch1-0375,total,277.89,278.17,True,True,277.89
batch1-0491,total,276.6,276.88,True,True,276.6
batch1-0312,total,1740.04,1738.3,True,True,1740.04
batch1-0173,total,9053.23,9044.18,True,True,9053.23
batch1-0472,total,194.82,194.82,False,False,194.82
batch1-0264,total,262.77,262.51,True,True,262.77
batch1-0495,total,137354.02,137216.67,True,True,137354.02
batch1-0328,total,97.76,97.86,True,True,97.76
batch1-0321,total,457.91,457.91,False,False,457.91
batch1-0283,total,314.27,313.96,True,True,314.27
batch1-0469,total,1214.29,1213.08,True,True,1214.29
batch1-0475,total,1883.91,1885.79,True,True,1883.91
batch1-0204,total,1473.8,1472.33,True,True,1473.8
batch1-0242,total,19189.78,19189.78,False,False,19189.78
batch1-0219,total,565.0,565.56,True,True,565.0
batch1-0447,total,10305.77,10305.77,False,False,10305.77
batch1-0309,total,5989.26,5983.27,True,True,5989.26
batch1-0350,total,3901.63,3897.73,True,True,3901.63
batch1-0379,total,294.27,294.27,False,False,294.27
batch1-0414,total,113464.52,113351.06,True,True,113464.52
batch1-0434,total,20986.37,20965.38,True,True,20986.37
batch1-0425,total,610.81,611.42,True,True,610.81
batch1-0385,total,5255.87,5250.61,True,True,5255.87
batch1-0267,total,5289.89,5284.6,True,True,5289.89
batch1-0420,total,156.45,156.29,True,True,156.45
batch1-0286,total,18471.6,18453.13,True,True,18471.6
batch1-0487,total,259.96,259.96,False,False,259.96
batch1-0498,total,2446.21,2446.21,False,False,2446.21
batch1-0279,total,3255.91,3255.91,False,False,3255.91
batch1-0165,total,698.89,698.89,False,False,698.89
batch1-0337,total,15231.45,15231.45,False,False,15231.45
batch1-0083,total,1190.54,1189.35,True,True,1190.54
batch1-0335,total,106498.92,106498.92,False,False,106498.92
batch1-0348,total,31954.82,31954.82,False,False,31954.82
batch1-0365,total,19084.92,19084.92,False,False,19084.92
batch1-0394,total,5101.65,5101.65,False,False,5101.65
batch1-0027,total,838.68,837.84,True,True,838.68
batch1-0245,total,158490.25,158490.25,False,False,158490.25
batch1-0486,total,2861.8,2858.94,True,True,2861.8
batch1-0259,total,130.83,130.7,True,True,130.83
batch1-0189,total,5900.59,5906.49,True,True,5900.59
batch1-0277,total,30210.16,30179.95,True,True,30210.16
batch1-0157,total,8820.75,8820.75,False,False,8820.75
batch1-0214,total,5371.27,5365.9,True,True,5371.27
batch1-0249,total,600.15,600.15,False,False,600.15
batch1-0341,total,5950.69,5944.74,True,True,5950.69
batch1-0122,total,2617.93,2617.93,False,False,2617.93
batch1-0462,total,125.3,125.17,True,True,125.3
batch1-0292,total,328.2,328.2,False,False,328.2
batch1-0448,total,714.03,714.74,True,True,714.03
batch1-0005,total,797.91,797.11,True,True,797.91
batch1-0226,total,22409.38,22386.97,True,True,22409.38
batch1-0468,total,424.93,425.35,True,True,424.93
batch1-0336,total,4746.42,4751.17,True,True,4746.42
batch1-0360,total,33972.73,33972.73,False,False,33972.73
batch1-0278,total,2843.46,2840.62,True,True,2843.46
batch1-0230,total,570.82,571.39,True,True,570.82
batch1-0116,total,1028.39,1028.39,False,False,1028.39
batch1-0395,total,2388.93,2391.32,True,True,2388.93
batch1-0442,total,3607.73,3611.34,True,True,3607.73
batch1-0217,total,7641.32,7633.68,True,True,7641.32
batch1-0493,total,2389.07,2386.68,True,True,2389.07
batch1-0001,total,6204.19,6197.99,True,True,6204.19
batch1-0057,total,389.0,389.0,False,False,389.0
batch1-0421,total,16537.65,16554.19,True,True,16537.65
batch1-0444,total,12955.61,12955.61,False,False,12955.61
batch1-0422,total,5857.51,5857.51,False,False,5857.51
batch1-0398,total,5370.54,5365.17,True,True,5370.54
batch1-0416,total,76.98,76.98,False,False,76.98
batch1-0405,total,17108.96,17126.07,True,True,17108.96
batch1-0338,total,3674.52,3678.19,True,True,3674.52
batch1-0458,total,467.17,466.7,True,True,467.17
batch1-0171,total,1620.38,1618.76,True,True,1620.38
batch1-0399,total,49665.33,49665.33,False,False,49665.33
batch1-0147,total,3620.84,3617.22,True,True,3620.84
batch1-0488,total,172.26,172.43,True,True,172.26
batch1-0304,total,8377.33,8385.71,True,True,8377.33
batch1-0244,total,9091.2,9100.29,True,True,9091.2
batch1-0357,total,61189.67,61189.67,False,False,61189.67
batch1-0372,total,5301.89,5296.59,True,True,5301.89
batch1-0164,total,538.73,538.19,True,True,538.73
batch1-0477,total,1028.36,1028.36,False,False,1028.36
batch1-0307,total,228.1,227.87,True,True,228.1
batch1-0305,total,1656.47,1654.81,True,True,1656.47
batch1-0426,total,219.98,219.98,False,False,219.98
batch1-0386,total,40507.41,40507.41,False,False,40507.41
batch1-0021,total,4958.16,4953.2,True,True,4958.16
batch1-0479,total,9145.62,9145.62,False,False,9145.62
batch1-0377,total,692.78,693.47,True,True,692.78
batch1-0485,total,14317.42,14331.74,True,True,14317.42
batch1-0474,total,44.28,44.28,False,False,44.28
batch1-0374,total,6.6,6.61,True,True,6.6
batch1-0359,total,362.27,361.91,True,True,362.27
batch1-0452,total,39.53,39.57,True,True,39.53
batch1-0327,total,792.1,792.1,False,False,792.1
batch1-0118,total,3717.66,3721.38,True,True,3717.66
batch1-0500,total,34486.08,34451.59,True,True,34486.08
batch1-0501,total,164.97,164.97,False,False,164.97
batch1-0502,total,439.95,439.95,False,False,439.95
batch1-0503,total,2694.13,2691.44,True,True,2694.13
batch1-0504,total,1176.62,1175.44,True,True,1176.62
batch1-0505,total,388.63,388.63,False,False,388.63
batch1-0506,total,1930.23,1930.23,False,False,1930.23
batch1-0507,total,4304.03,4299.73,True,True,4304.03
batch1-0508,total,65.78,65.78,False,False,65.78
batch1-0509,total,49.9,49.95,True,True,49.9
batch1-0510,total,229.08,229.08,False,False,229.08
batch1-0511,total,682.0,682.68,True,True,682.0
batch1-0512,total,375.87,375.87,False,False,375.87
batch1-0513,total,225.19,224.96,True,True,225.19
batch1-0514,total,56680.77,56737.45,True,True,56680.77
batch1-0515,total,500.87,500.87,False,False,500.87
batch1-0516,total,395.25,394.85,True,True,395.25
batch1-0517,total,504.69,504.19,True,True,504.69
batch1-0518,total,124743.65,124868.39,True,True,124743.65
batch1-0519,total,4713.34,4718.05,True,True,4713.34
batch1-0520,total,208.98,209.19,True,True,208.98
batch1-0521,total,1708.27,1706.56,True,True,1708.27
batch1-0522,total,3834.16,3830.33,True,True,3834.16
batch1-0523,total,300.81,300.51,True,True,300.81
batch1-0524,total,36.03,35.99,True,True,36.03
batch1-0525,total,172.41,172.24,True,True,172.41
batch1-0526,total,377.05,377.43,True,True,377.05
batch1-0527,total,409.13,409.54,True,True,409.13
batch1-0528,total,87.99,87.9,True,True,87.99
batch1-0529,total,65395.63,65461.03,True,True,65395.63
