file_name,field,doc_value,cond_value,is_defect,injected,amount
batch1-0260,total,1023.94,1013.7,True,True,1023.94
batch1-0316,total,428.9,433.19,True,True,428.9
batch1-0206,total,731.23,723.92,True,True,731.23
batch1-0192,total,120.99,122.2,True,True,120.99
batch1-0340,total,269.49,266.8,True,True,269.49
batch1-0054,total,4007.31,4047.38,True,True,4007.31
batch1-0407,total,22.0,22.0,False,False,22.0
batch1-0455,total,4008.74,4048.83,True,True,4008.74
batch1-0169,total,25.52,25.78,True,True,25.52
batch1-0104,total,353.66,350.12,True,True,353.66
batch1-0065,total,152.87,151.34,True,True,152.87
batch1-0014,total,24.95,24.7,True,True,24.95
batch1-0388,total,2454.03,2429.49,True,True,2454.03
batch1-0457,total,2441.81,2466.23,True,True,2441.81
batch1-0060,total,32.83,32.83,False,False,32.83
batch1-0182,total,127.31,128.58,True,True,127.31
batch1-0072,total,324.5,321.26,True,True,324.5
batch1-0107,total,514.02,519.16,True,True,514.02
batch1-0224,total,6140.09,6140.09,False,False,6140.09
batch1-0231,total,18614.34,18800.48,True,True,18614.34
batch1-0058,total,470.92,475.63,True,True,470.92
batch1-0353,total,561.7,561.7,False,False,561.7
batch1-0352,total,18863.63,18674.99,True,True,18863.63
batch1-0256,total,47502.39,47502.39,False,False,47502.39
batch1-0383,total,304.92,301.87,True,True,304.92
batch1-0478,total,387.11,383.24,True,True,387.11
batch1-0205,total,3262.02,3262.02,False,False,3262.02
batch1-0313,total,323.14,319.91,True,True,323.14
batch1-0166,total,36.33,35.97,True,True,36.33
batch1-0235,total,418.84,418.84,False,False,418.84
batch1-0096,total,5664.9,5721.55,True,True,5664.9
batch1-0004,total,819.06,827.25,True,True,819.06
batch1-0024,total,98.95,99.94,True,True,98.95
batch1-0073,total,53.96,54.5,True,True,53.96
batch1-0070,total,1250.75,1263.26,True,True,1250.75
batch1-0380,total,18749.5,18749.5,False,False,18749.5
batch1-0436,total,307.93,307.93,False,False,307.93
batch1-0404,total,4695.01,4695.01,False,False,4695.01
batch1-0168,total,2511.2,2486.09,True,True,2511.2
batch1-0227,total,46215.06,45752.91,True,True,46215.06
batch1-0254,total,181.34,179.53,True,True,181.34
batch1-0289,total,350.24,346.74,True,True,350.24
batch1-0119,total,701.72,694.7,True,True,701.72
batch1-0149,total,10865.23,10865.23,False,False,10865.23
batch1-0102,total,321.95,325.17,True,True,321.95
batch1-0429,total,261.41,258.8,True,True,261.41
batch1-0009,total,124.79,123.54,True,True,124.79
batch1-0042,total,15574.11,15574.11,False,False,15574.11
batch1-0443,total,6.38,6.32,True,True,6.38
batch1-0453,total,29087.53,29087.53,False,False,29087.53
batch1-0370,total,4140.06,4140.06,False,False,4140.06
batch1-0202,total,1182.5,1182.5,False,False,1182.5
batch1-0109,total,986.7,986.7,False,False,986.7
batch1-0085,total,2970.0,2970.0,False,False,2970.0
batch1-0092,total,32.83,33.16,True,True,32.83
batch1-0037,total,151.38,152.89,True,True,151.38
batch1-0355,total,266.11,268.77,True,True,266.11
batch1-0459,total,20085.99,20085.99,False,False,20085.99
batch1-0252,total,25.15,25.4,True,True,25.15
batch1-0063,total,154.0,155.54,True,True,154.0
batch1-0287,total,204.27,202.23,True,True,204.27
batch1-0239,total,7269.8,7197.1,True,True,7269.8
batch1-0175,total,5375.57,5321.81,True,True,5375.57
batch1-0390,total,502.74,502.74,False,False,502.74
batch1-0419,total,365.13,365.13,False,False,365.13
batch1-0308,total,23988.86,23748.97,True,True,23988.86
batch1-0480,total,9809.8,9711.7,True,True,9809.8
batch1-0185,total,237.6,239.98,True,True,237.6
batch1-0193,total,1349.08,1349.08,False,False,1349.08
batch1-0212,total,178.16,176.38,True,True,178.16
batch1-0496,total,246.28,248.74,True,True,246.28
batch1-0101,total,5439.26,5439.26,False,False,5439.26
batch1-0437,total,1037.38,1037.38,False,False,1037.38
batch1-0346,total,190.62,190.62,False,False,190.62
batch1-0272,total,129.6,129.6,False,False,129.6
batch1-0013,total,237.29,237.29,False,False,237.29
batch1-0270,total,331.78,335.1,True,True,331.78
batch1-0139,total,743.58,736.14,True,True,743.58
batch1-0103,total,6097.29,6097.29,False,False,6097.29
batch1-0077,total,5295.73,5295.73,False,False,5295.73
batch1-0470,total,823.66,815.42,True,True,823.66
batch1-0255,total,103.92,103.92,False,False,103.92
batch1-0463,total,2069.23,2048.54,True,True,2069.23
batch1-0140,total,10319.1,10319.1,False,False,10319.1
batch1-0130,total,66.99,67.66,True,True,66.99
batch1-0047,total,4524.28,4479.04,True,True,4524.28
batch1-0221,total,125.23,126.48,True,True,125.23
batch1-0402,total,6004.31,6004.31,False,False,6004.31
batch1-0306,total,1330.04,1343.34,True,True,1330.04
batch1-0290,total,5213.9,5161.76,True,True,5213.9
batch1-0044,total,81.68,80.86,True,True,81.68
batch1-0145,total,6198.39,6260.37,True,True,6198.39
batch1-0069,total,162.79,161.16,True,True,162.79
batch1-0177,total,19.22,19.41,True,True,19.22
batch1-0413,total,346.19,346.19,False,False,346.19
batch1-0366,total,697.8,690.82,True,True,697.8
batch1-0146,total,205.21,205.21,False,False,205.21
batch1-0269,total,87.96,87.96,False,False,87.96
batch1-0200,total,162.72,161.09,True,True,162.72
batch1-0138,total,73824.49,73086.25,True,True,73824.49
batch1-0411,total,4306.26,4306.26,False,False,4306.26
batch1-0141,total,43.95,44.39,True,True,43.95
batch1-0012,total,5459.75,5405.15,True,True,5459.75
batch1-0456,total,99.0,99.99,True,True,99.0
batch1-0194,total,3221.63,3253.85,True,True,3221.63
batch1-0417,total,1660.86,1677.47,True,True,1660.86
batch1-0476,total,330.29,333.59,True,True,330.29
batch1-0449,total,17711.25,17534.14,True,True,17711.25
batch1-0032,total,21151.66,21151.66,False,False,21151.66
batch1-0100,total,235.79,238.15,True,True,235.79
batch1-0483,total,205.29,207.34,True,True,205.29
batch1-0250,total,208.5,208.5,False,False,208.5
batch1-0142,total,104.97,106.02,True,True,104.97
batch1-0134,total,10818.95,10710.76,True,True,10818.95
batch1-0135,total,274.95,277.7,True,True,274.95
batch1-0099,total,495.3,500.25,True,True,495.3
batch1-0029,total,7920.58,7999.79,True,True,7920.58
batch1-0131,total,74294.55,75037.5,True,True,74294.55
batch1-0369,total,716.27,723.43,True,True,716.27
batch1-0367,total,93439.3,93439.3,False,False,93439.3
batch1-0467,total,2149.21,2127.72,True,True,2149.21
batch1-0400,total,414.67,410.52,True,True,414.67
batch1-0368,total,107.78,107.78,False,False,107.78
batch1-0159,total,386.05,382.19,True,True,386.05
batch1-0265,total,15803.26,15803.26,False,False,15803.26
batch1-0028,total,1140.24,1128.84,True,True,1140.24
batch1-0232,total,5553.0,5553.0,False,False,5553.0
batch1-0464,total,633.96,627.62,True,True,633.96
batch1-0181,total,74.8,74.05,True,True,74.8
batch1-0299,total,191.76,189.84,True,True,191.76
batch1-0007,total,5138.35,5138.35,False,False,5138.35
batch1-0349,total,7645.22,7645.22,False,False,7645.22
batch1-0195,total,47600.71,47124.7,True,True,47600.71
batch1-0237,total,1022.88,1022.88,False,False,1022.88
batch1-0373,total,105.6,105.6,False,False,105.6
batch1-0046,total,759.03,751.44,True,True,759.03
batch1-0025,total,7920.0,7840.8,True,True,7920.0
batch1-0246,total,148.44,148.44,False,False,148.44
batch1-0176,total,56295.35,56858.3,True,True,56295.35
batch1-0186,total,907.4,907.4,False,False,907.4
batch1-0223,total,111.0,109.89,True,True,111.0
batch1-0036,total,8479.08,8563.87,True,True,8479.08
batch1-0129,total,891.0,891.0,False,False,891.0
batch1-0016,total,316.1,316.1,False,False,316.1
batch1-0222,total,47.77,47.29,True,True,47.77
batch1-0097,total,6208.38,6208.38,False,False,6208.38
batch1-0076,total,187.0,185.13,True,True,187.0
batch1-0052,total,243.71,246.15,True,True,243.71
batch1-0018,total,518.8,513.61,True,True,518.8
batch1-0008,total,12973.88,12844.14,True,True,12973.88
batch1-0030,total,2934.7,2934.7,False,False,2934.7
batch1-0111,total,10.94,11.05,True,True,10.94
batch1-0045,total,549.98,549.98,False,False,549.98
batch1-0064,total,5411.82,5465.94,True,True,5411.82
batch1-0282,total,2298.9,2275.91,True,True,2298.9
batch1-0198,total,39.51,39.91,True,True,39.51
batch1-0053,total,73.76,73.76,False,False,73.76
batch1-0033,total,329.84,329.84,False,False,329.84
batch1-0154,total,24038.28,24278.66,True,True,24038.28
batch1-0236,total,1100.73,1089.72,True,True,1100.73
batch1-0043,total,2804.92,2804.92,False,False,2804.92
batch1-0155,total,81508.24,81508.24,False,False,81508.24
batch1-0358,total,26.53,26.53,False,False,26.53
batch1-0351,total,109.94,108.84,True,True,109.94
batch1-0183,total,241.95,239.53,True,True,241.95
batch1-0162,total,17672.06,17495.34,True,True,17672.06
batch1-0285,total,200.4,200.4,False,False,200.4
batch1-0392,total,12543.64,12543.64,False,False,12543.64
batch1-0156,total,1704.45,1721.49,True,True,1704.45
batch1-0150,total,16.45,16.45,False,False,16.45
batch1-0323,total,3153.58,3185.12,True,True,3153.58
batch1-0465,total,108.06,106.98,True,True,108.06
batch1-0356,total,264.0,266.64,True,True,264.0
batch1-0233,total,631.99,625.67,True,True,631.99
batch1-0075,total,179.75,177.95,True,True,179.75
batch1-0178,total,51998.08,51478.1,True,True,51998.08
batch1-0211,total,142.9,144.33,True,True,142.9
batch1-0310,total,11880.0,11761.2,True,True,11880.0
batch1-0220,total,486.6,486.6,False,False,486.6
batch1-0126,total,274.42,277.16,True,True,274.42
batch1-0022,total,47320.32,47320.32,False,False,47320.32
batch1-0240,total,126.9,125.63,True,True,126.9
batch1-0339,total,6146.7,6085.23,True,True,6146.7
batch1-0248,total,11633.66,11750.0,True,True,11633.66
batch1-0301,total,1759.88,1777.48,True,True,1759.88
batch1-0127,total,19.77,19.57,True,True,19.77
batch1-0288,total,1.09,1.08,True,True,1.09
batch1-0055,total,14832.92,14832.92,False,False,14832.92
batch1-0440,total,8210.08,8210.08,False,False,8210.08
batch1-0311,total,122.12,123.34,True,True,122.12
batch1-0197,total,9.0,9.0,False,False,9.0
batch1-0438,total,76.99,76.22,True,True,76.99
batch1-0262,total,2.18,2.2,True,True,2.18
batch1-0143,total,17740.25,17562.85,True,True,17740.25
batch1-0332,total,1129.39,1129.39,False,False,1129.39
batch1-0034,total,373.98,373.98,False,False,373.98
batch1-0180,total,205.5,207.56,True,True,205.5
batch1-0315,total,324.5,321.26,True,True,324.5
batch1-0002,total,6860.45,6791.85,True,True,6860.45
batch1-0174,total,15937.63,16097.01,True,True,15937.63
batch1-0144,total,415.73,415.73,False,False,415.73
batch1-0068,total,2779.7,2779.7,False,False,2779.7
batch1-0334,total,50.05,50.55,True,True,50.05
batch1-0110,total,1669.75,1669.75,False,False,1669.75
batch1-0112,total,178.83,178.83,False,False,178.83
batch1-0079,total,62778.56,63406.35,True,True,62778.56
batch1-0441,total,924.44,924.44,False,False,924.44
batch1-0062,total,84314.78,83471.63,True,True,84314.78
batch1-0281,total,99.88,99.88,False,False,99.88
batch1-0125,total,1084.56,1073.71,True,True,1084.56
batch1-0294,total,989.67,999.57,True,True,989.67
batch1-0347,total,2099.42,2120.41,True,True,2099.42
batch1-0238,total,3065.64,3096.3,True,True,3065.64
batch1-0291,total,9645.88,9742.34,True,True,9645.88
batch1-0133,total,3454.44,3419.9,True,True,3454.44
batch1-0148,total,1721.01,1738.22,True,True,1721.01
batch1-0218,total,78.58,78.58,False,False,78.58
batch1-0371,total,329.99,326.69,True,True,329.99
batch1-0184,total,150.19,150.19,False,False,150.19
batch1-0284,total,2194.5,2172.55,True,True,2194.5
batch1-0396,total,337.45,337.45,False,False,337.45
batch1-0106,total,465.17,460.52,True,True,465.17
batch1-0430,total,70053.37,70753.9,True,True,70053.37
batch1-0378,total,131.92,133.24,True,True,131.92
batch1-0074,total,4151.23,4109.72,True,True,4151.23
batch1-0213,total,38879.73,38879.73,False,False,38879.73
batch1-0324,total,198.0,199.98,True,True,198.0
batch1-0397,total,159.45,157.86,True,True,159.45
batch1-0423,total,5597.66,5541.68,True,True,5597.66
batch1-0086,total,1237.5,1225.12,True,True,1237.5
batch1-0121,total,791.96,784.04,True,True,791.96
batch1-0088,total,500.24,495.24,True,True,500.24
batch1-0152,total,161.94,160.32,True,True,161.94
batch1-0117,total,375.04,378.79,True,True,375.04
batch1-0190,total,638.57,644.96,True,True,638.57
batch1-0201,total,1159.39,1170.98,True,True,1159.39
batch1-0445,total,1770.9,1770.9,False,False,1770.9
batch1-0432,total,191.57,193.49,True,True,191.57
batch1-0410,total,41.53,41.53,False,False,41.53
batch1-0473,total,19.76,19.56,True,True,19.76
batch1-0322,total,415.69,419.85,True,True,415.69
batch1-0406,total,106.7,107.77,True,True,106.7
batch1-0484,total,66.0,65.34,True,True,66.0
batch1-0191,total,1095.24,1106.19,True,True,1095.24
batch1-0382,total,112.13,113.25,True,True,112.13
batch1-0450,total,524.67,524.67,False,False,524.67
batch1-0326,total,155.98,155.98,False,False,155.98
batch1-0017,total,401.88,405.9,True,True,401.88
batch1-0446,total,359.26,355.67,True,True,359.26
batch1-0266,total,760.1,760.1,False,False,760.1
batch1-0471,total,40.3,40.3,False,False,40.3
batch1-0089,total,154.1,154.1,False,False,154.1
batch1-0172,total,171.24,169.53,True,True,171.24
batch1-0481,total,395.75,399.71,True,True,395.75
batch1-0431,total,22660.0,22433.4,True,True,22660.0
batch1-0188,total,8357.28,8357.28,False,False,8357.28
batch1-0257,total,25.5,25.5,False,False,25.5
batch1-0253,total,1324.32,1311.08,True,True,1324.32
batch1-0225,total,199.2,201.19,True,True,199.2
batch1-0153,total,232.16,232.16,False,False,232.16
batch1-0325,total,833.12,833.12,False,False,833.12
batch1-0234,total,51823.31,51305.08,True,True,51823.31
batch1-0090,total,3541.78,3577.2,True,True,3541.78
batch1-0303,total,87.96,87.96,False,False,87.96
batch1-0364,total,26329.42,26066.13,True,True,26329.42
batch1-0319,total,593.2,593.2,False,False,593.2
batch1-0451,total,916.21,916.21,False,False,916.21
batch1-0208,total,5493.34,5493.34,False,False,5493.34
batch1-0317,total,13111.43,13242.54,True,True,13111.43
batch1-0049,total,342.87,346.3,True,True,342.87
batch1-0071,total,1731.35,1731.35,False,False,1731.35
batch1-0280,total,203.19,203.19,False,False,203.19
batch1-0412,total,284.86,287.71,True,True,284.86
batch1-0408,total,328.42,328.42,False,False,328.42
batch1-0091,total,551.54,546.02,True,True,551.54
batch1-0460,total,64.99,65.64,True,True,64.99
batch1-0247,total,9.35,9.44,True,True,9.35
batch1-0010,total,6573.33,6639.06,True,True,6573.33
batch1-0258,total,44630.49,44184.19,True,True,44630.49
batch1-0331,total,1773.75,1791.49,True,True,1773.75
batch1-0048,total,529.78,535.08,True,True,529.78
batch1-0275,total,120.62,119.41,True,True,120.62
batch1-0330,total,389.27,393.16,True,True,389.27
batch1-0418,total,274.45,274.45,False,False,274.45
batch1-0381,total,665.49,672.14,True,True,665.49
batch1-0203,total,3187.64,3155.76,True,True,3187.64
batch1-0314,total,880.89,889.7,True,True,880.89
batch1-0209,total,6594.14,6660.08,True,True,6594.14
batch1-0120,total,9908.95,10008.04,True,True,9908.95
batch1-0051,total,2237.95,2215.57,True,True,2237.95
batch1-0179,total,726.52,719.25,True,True,726.52
batch1-0454,total,993.96,993.96,False,False,993.96
batch1-0302,total,1026.7,1036.97,True,True,1026.7
batch1-0318,total,39974.41,39574.67,True,True,39974.41
batch1-0113,total,4416.24,4460.4,True,True,4416.24
batch1-0163,total,1802.53,1802.53,False,False,1802.53
batch1-0354,total,3805.63,3843.69,True,True,3805.63
batch1-0161,total,113938.41,112799.03,True,True,113938.41
batch1-0271,total,1843.4,1843.4,False,False,1843.4
batch1-0128,total,63.32,63.95,True,True,63.32
batch1-0427,total,3756.43,3756.43,False,False,3756.43
batch1-0344,total,889.76,898.66,True,True,889.76
batch1-0342,total,92.88,91.95,True,True,92.88
batch1-0482,total,8605.01,8691.06,True,True,8605.01
batch1-0333,total,137.5,138.88,True,True,137.5
batch1-0268,total,3129.42,3098.13,True,True,3129.42
batch1-0050,total,25738.94,25996.33,True,True,25738.94
batch1-0466,total,377.52,381.3,True,True,377.52
batch1-0038,total,2022.82,2022.82,False,False,2022.82
batch1-0251,total,1438.21,1423.83,True,True,1438.21
batch1-0061,total,5743.69,5801.13,True,True,5743.69
batch1-0296,total,169.25,167.56,True,True,169.25
batch1-0241,total,60.45,59.85,True,True,60.45
batch1-0199,total,1023.94,1023.94,False,False,1023.94
batch1-0415,total,21710.03,21927.13,True,True,21710.03
batch1-0387,total,8487.82,8402.94,True,True,8487.82
batch1-0261,total,21467.33,21682.0,True,True,21467.33
batch1-0424,total,245.2,242.75,True,True,245.2
batch1-0393,total,19.69,19.89,True,True,19.69
batch1-0329,total,46.75,47.22,True,True,46.75
batch1-0492,total,771.54,763.82,True,True,771.54
batch1-0216,total,47.28,47.28,False,False,47.28
batch1-0228,total,37016.78,37016.78,False,False,37016.78
batch1-0243,total,19347.41,19153.94,True,True,19347.41
batch1-0215,total,88976.98,88976.98,False,False,88976.98
batch1-0273,total,107680.75,107680.75,False,False,107680.75
batch1-0084,total,2322.84,2322.84,False,False,2322.84
batch1-0003,total,44745.59,44298.13,True,True,44745.59
batch1-0409,total,329.83,333.13,True,True,329.83
batch1-0343,total,17529.89,17705.19,True,True,17529.89
batch1-0389,total,15096.06,15247.02,True,True,15096.06
batch1-0403,total,32625.33,32299.08,True,True,32625.33
batch1-0160,total,281.25,284.06,True,True,281.25
batch1-0345,total,6591.93,6526.01,True,True,6591.93
batch1-0207,total,19208.48,19400.56,True,True,19208.48
batch1-0297,total,8.8,8.89,True,True,8.8
batch1-0375,total,277.89,280.67,True,True,277.89
batch1-0491,total,276.6,279.37,True,True,276.6
batch1-0312,total,1740.04,1722.64,True,True,1740.04
batch1-0173,total,9053.23,8962.7,True,True,9053.23
batch1-0472,total,194.82,194.82,False,False,194.82
batch1-0264,total,262.77,260.14,True,True,262.77
batch1-0495,total,137354.02,135980.48,True,True,137354.02
batch1-0328,total,97.76,98.74,True,True,97.76
batch1-0321,total,457.91,457.91,False,False,457.91
batch1-0283,total,314.27,311.13,True,True,314.27
batch1-0469,total,1214.29,1202.15,True,True,1214.29
batch1-0475,total,1883.91,1902.75,True,True,1883.91
batch1-0204,total,1473.8,1459.06,True,True,1473.8
batch1-0242,total,19189.78,19189.78,False,False,19189.78
batch1-0219,total,565.0,570.65,True,True,565.0
batch1-0447,total,10305.77,10305.77,False,False,10305.77
batch1-0309,total,5989.26,5929.37,True,True,5989.26
batch1-0350,total,3901.63,3862.61,True,True,3901.63
batch1-0379,total,294.27,294.27,False,False,294.27
batch1-0414,total,113464.52,112329.87,True,True,113464.52
batch1-0434,total,20986.37,20776.51,True,True,20986.37
batch1-0425,total,610.81,616.92,True,True,610.81
batch1-0385,total,5255.87,5203.31,True,True,5255.87
batch1-0267,total,5289.89,5236.99,True,True,5289.89
batch1-0420,total,156.45,154.89,True,True,156.45
batch1-0286,total,18471.6,18286.88,True,True,18471.6
batch1-0487,total,259.96,259.96,False,False,259.96
batch1-0498,total,2446.21,2446.21,False,False,2446.21
batch1-0279,total,3255.91,3255.91,False,False,3255.91
batch1-0165,total,698.89,698.89,False,False,698.89
batch1-0337,total,15231.45,15231.45,False,False,15231.45
batch1-0083,total,1190.54,1178.63,True,True,1190.54
batch1-0335,total,106498.92,106498.92,False,False,106498.92
batch1-0348,total,31954.82,31954.82,False,False,31954.82
batch1-0365,total,19084.92,19084.92,False,False,19084.92
batch1-0394,total,5101.65,5101.65,False,False,5101.65
batch1-0027,total,838.68,830.29,True,True,838.68
batch1-0245,total,158490.25,158490.25,False,False,158490.25
batch1-0486,total,2861.8,2833.18,True,True,2861.8
batch1-0259,total,130.83,129.52,True,True,130.83
batch1-0189,total,5900.59,5959.6,True,True,5900.59
batch1-0277,total,30210.16,29908.06,True,True,30210.16
batch1-0157,total,8820.75,8820.75,False,False,8820.75
batch1-0214,total,5371.27,5317.56,True,True,5371.27
batch1-0249,total,600.15,600.15,False,False,600.15
batch1-0341,total,5950.69,5891.18,True,True,5950.69
batch1-0122,total,2617.93,2617.93,False,False,2617.93
batch1-0462,total,125.3,124.05,True,True,125.3
batch1-0292,total,328.2,328.2,False,False,328.2
batch1-0448,total,714.03,721.17,True,True,714.03
batch1-0005,total,797.91,789.93,True,True,797.91
batch1-0226,total,22409.38,22185.29,True,True,22409.38
batch1-0468,total,424.93,429.18,True,True,424.93
batch1-0336,total,4746.42,4793.88,True,True,4746.42
batch1-0360,total,33972.73,33972.73,False,False,33972.73
batch1-0278,total,2843.46,2815.03,True,True,2843.46
batch1-0230,total,570.82,576.53,True,True,570.82
batch1-0116,total,1028.39,1028.39,False,False,1028.39
batch1-0395,total,2388.93,2412.82,True,True,2388.93
batch1-0442,total,3607.73,3643.81,True,True,3607.73
batch1-0217,total,7641.32,7564.91,True,True,7641.32
batch1-0493,total,2389.07,2365.18,True,True,2389.07
batch1-0001,total,6204.19,6142.15,True,True,6204.19
batch1-0057,total,389.0,389.0,False,False,389.0
batch1-0421,total,16537.65,16703.03,True,True,16537.65
batch1-0444,total,12955.61,12955.61,False,False,12955.61
batch1-0422,total,5857.51,5857.51,False,False,5857.51
batch1-0398,total,5370.54,5316.83,True,True,5370.54
batch1-0416,total,76.98,76.98,False,False,76.98
batch1-0405,total,17108.96,17280.05,True,True,17108.96
batch1-0338,total,3674.52,3711.27,True,True,3674.52
batch1-0458,total,467.17,462.5,True,True,467.17
batch1-0171,total,1620.38,1604.18,True,True,1620.38
batch1-0399,total,49665.33,49665.33,False,False,49665.33
batch1-0147,total,3620.84,3584.63,True,True,3620.84
batch1-0488,total,172.26,173.98,True,True,172.26
batch1-0304,total,8377.33,8461.1,True,True,8377.33
batch1-0244,total,9091.2,9182.11,True,True,9091.2
batch1-0357,total,61189.67,61189.67,False,False,61189.67
batch1-0372,total,5301.89,5248.87,True,True,5301.89
batch1-0164,total,538.73,533.34,True,True,538.73
batch1-0477,total,1028.36,1028.36,False,False,1028.36
batch1-0307,total,228.1,225.82,True,True,228.1
batch1-0305,total,1656.47,1639.91,True,True,1656.47
batch1-0426,total,219.98,219.98,False,False,219.98
batch1-0386,total,40507.41,40507.41,False,False,40507.41
batch1-0021,total,4958.16,4908.58,True,True,4958.16
batch1-0479,total,9145.62,9145.62,False,False,9145.62
batch1-0377,total,692.78,699.71,True,True,692.78
batch1-0485,total,14317.42,14460.59,True,True,14317.42
batch1-0474,total,44.28,44.28,False,False,44.28
batch1-0374,total,6.6,6.67,True,True,6.6
batch1-0359,total,362.27,358.65,True,True,362.27
batch1-0452,total,39.53,39.93,True,True,39.53
batch1-0327,total,792.1,792.1,False,False,792.1
batch1-0118,total,3717.66,3754.84,True,True,3717.66
batch1-0500,total,34486.08,34141.22,True,True,34486.08
batch1-0501,total,164.97,164.97,False,False,164.97
batch1-0502,total,439.95,439.95,False,False,439.95
batch1-0503,total,2694.13,2667.19,True,True,2694.13
batch1-0504,total,1176.62,1164.85,True,True,1176.62
batch1-0505,total,388.63,388.63,False,False,388.63
batch1-0506,total,1930.23,1930.23,False,False,1930.23
batch1-0507,total,4304.03,4260.99,True,True,4304.03
batch1-0508,total,65.78,65.78,False,False,65.78
batch1-0509,total,49.9,50.4,True,True,49.9
batch1-0510,total,229.08,229.08,False,False,229.08
batch1-0511,total,682.0,688.82,True,True,682.0
batch1-0512,total,375.87,375.87,False,False,375.87
batch1-0513,total,225.19,222.94,True,True,225.19
batch1-0514,total,56680.77,57247.58,True,True,56680.77
batch1-0515,total,500.87,500.87,False,False,500.87
batch1-0516,total,395.25,391.3,True,True,395.25
batch1-0517,total,504.69,499.64,True,True,504.69
batch1-0518,total,124743.65,125991.09,True,True,124743.65
batch1-0519,total,4713.34,4760.47,True,True,4713.34
batch1-0520,total,208.98,211.07,True,True,208.98
batch1-0521,total,1708.27,1691.19,True,True,1708.27
batch1-0522,total,3834.16,3795.82,True,True,3834.16
batch1-0523,total,300.81,297.8,True,True,300.81
batch1-0524,total,36.03,35.67,True,True,36.03
batch1-0525,total,172.41,170.69,True,True,172.41
batch1-0526,total,377.05,380.82,True,True,377.05
batch1-0527,total,409.13,413.22,True,True,409.13
batch1-0528,total,87.99,87.11,True,True,87.99
batch1-0529,total,65395.63,66049.59,True,True,65395.63
