case concept:name,PO,GR,INV,match,gap
4507001103_00001,27.0,244.0,27.0,False,217.0
4507001104_00001,185.0,9067.0,370.0,False,8882.0
4507001106_00001,1030.0,1030.0,8244.0,False,7214.0
4507001238_00010,662.0,662.0,662.0,True,0.0
4507001247_00001,2338.0,2338.0,25720.0,False,23382.0
4507001261_00010,346410.0,346410.0,346410.0,True,0.0
4507001265_00010,155884.0,155884.0,155884.0,True,0.0
4507001276_00010,13856.0,13856.0,13856.0,True,0.0
4507001307_00010,8660.0,8660.0,8660.0,True,0.0
4507001308_00010,86602.0,86602.0,86602.0,True,0.0
4507001310_00001,477.0,7162.0,2387.0,False,6685.0
4507001320_00001,667.0,95385.0,6670.0,False,94718.0
4507001321_00001,251.0,28217.0,755.0,False,27966.0
4507001322_00001,1171.0,244834.0,14057.0,False,243663.0
4507001323_00001,708.0,33295.0,708.0,False,32587.0
4507001324_00001,675.0,58768.0,4052.0,False,58093.0
4507001325_00001,92.0,13478.0,553.0,False,13386.0
4507001339_00030,3552.0,3552.0,3552.0,True,0.0
4507001339_00040,3030.0,3030.0,3030.0,True,0.0
4507001341_00010,6884.0,6884.0,6884.0,True,0.0
4507001388_00060,2269.0,2269.0,2269.0,True,0.0
4507001443_00010,86600.0,86600.0,86600.0,True,0.0
4507001537_00001,25.0,51.0,25.0,False,26.0
4507001538_00001,12.0,50.0,62.0,False,50.0
4507001540_00001,595.0,595.0,3573.0,False,2978.0
4507001541_00001,9.0,19.0,19.0,False,10.0
4507001607_00010,692820.0,692820.0,692820.0,True,0.0
4507001607_00030,207846.0,207846.0,207846.0,True,0.0
4507001628_00010,59.0,59.0,59.0,True,0.0
4507001632_00020,417.0,417.0,417.0,True,0.0
4507001782_00010,35578.0,35578.0,35578.0,True,0.0
4507001814_00010,17320.0,17320.0,17320.0,True,0.0
4507001870_00001,19.0,139.0,238.0,False,219.0
4507001872_00001,595.0,595.0,2382.0,False,1787.0
4507001898_00010,51961.0,51961.0,51961.0,True,0.0
4507002028_00010,259.0,259.0,259.0,True,0.0
4507002109_00170,576.0,576.0,576.0,True,0.0
4507002116_00010,98467.0,98467.0,98467.0,True,0.0
4507002117_00010,19593.0,19593.0,19593.0,True,0.0
4507002153_00001,640.0,13458.0,7049.0,False,12818.0
4507002185_00010,2693.0,2693.0,2693.0,True,0.0
4507002185_00020,3142.0,3142.0,3142.0,True,0.0
4507002203_00001,12.0,116.0,77.0,False,104.0
4507002205_00001,1148.0,1148.0,3444.0,False,2296.0
4507002246_00030,1339.0,1339.0,1339.0,True,0.0
4507002246_00040,691.0,691.0,691.0,True,0.0
4507002246_00050,691.0,691.0,691.0,True,0.0
4507002290_00140,4485.0,4485.0,4485.0,True,0.0
4507002471_00001,27.0,27.0,27.0,True,0.0
4507002473_00001,1049.0,1049.0,3148.0,False,2099.0
4507002692_00020,1864.0,1864.0,1864.0,True,0.0
4507002732_00001,7.0,21.0,58.0,False,51.0
4507002811_00160,2247.0,2247.0,2247.0,True,0.0
4507003007_00001,675.0,2026.0,5403.0,False,4728.0
4507003017_00001,2338.0,2338.0,37412.0,False,35074.0
4507003023_00001,1513.0,342019.0,7566.0,False,340506.0
4507003028_00001,398.0,67767.0,2391.0,False,67369.0
4507003029_00001,839.0,210672.0,3357.0,False,209833.0
4507003034_00001,26.0,5818.0,690.0,False,5792.0
4507003044_00001,71.0,10020.0,213.0,False,9949.0
4507003045_00001,686.0,129685.0,9606.0,False,128999.0
4507003047_00001,41.0,83.0,124.0,False,83.0
4507003050_00001,927.0,927.0,3710.0,False,2783.0
4507003243_00020,207.0,207.0,207.0,True,0.0
4507003243_00030,207.0,207.0,207.0,True,0.0
4507003332_00010,35549.0,35549.0,35549.0,True,0.0
4507003345_00001,38.0,38.0,38.0,True,0.0
4507003374_00010,203890.0,203890.0,203890.0,True,0.0
4507003374_00020,258473.0,258473.0,258473.0,True,0.0
4507003374_00030,239291.0,239291.0,239291.0,True,0.0
4507003374_00040,110170.0,110170.0,110170.0,True,0.0
4507003374_00050,132652.0,132652.0,132652.0,True,0.0
4507003374_00060,123973.0,123973.0,123973.0,True,0.0
4507003374_00070,45365.0,45365.0,45365.0,True,0.0
4507003374_00080,161300.0,161300.0,161300.0,True,0.0
4507003374_00090,111126.0,111126.0,111126.0,True,0.0
4507003374_00100,84610.0,84610.0,84610.0,True,0.0
4507003374_00110,160274.0,160274.0,160274.0,True,0.0
4507003374_00120,272512.0,272512.0,272512.0,True,0.0
4507003374_00140,34556.0,34556.0,34556.0,True,0.0
4507003374_00150,116790.0,116790.0,116790.0,True,0.0
4507003374_00160,34008.0,34008.0,34008.0,True,0.0
4507003374_00170,22202.0,22202.0,22202.0,True,0.0
4507003374_00180,89420.0,89420.0,89420.0,True,0.0
4507003429_00010,128164.0,128164.0,128164.0,True,0.0
4507003429_00020,323365.0,323365.0,323365.0,True,0.0
4507003429_00030,6649.0,6649.0,6649.0,True,0.0
4507003429_00040,6283.0,6283.0,6283.0,True,0.0
4507003429_00050,1316.0,1316.0,1316.0,True,0.0
4507003620_00140,1340.0,1340.0,1340.0,True,0.0
4507003627_00001,23.0,1146.0,23.0,False,1123.0
4507003630_00001,1027.0,1027.0,4111.0,False,3084.0
4507003646_00010,134599.0,134599.0,134599.0,True,0.0
4507003650_00010,186608.0,186608.0,186608.0,True,0.0
4507003650_00020,1666.0,1666.0,1666.0,True,0.0
4507003652_00010,58894.0,58894.0,58894.0,True,0.0
4507003652_00020,8911.0,8911.0,8911.0,True,0.0
4507003653_00010,556871.0,556871.0,556871.0,True,0.0
4507003700_00150,1440.0,1440.0,1440.0,True,0.0
4507003708_00010,851.0,851.0,851.0,True,0.0
4507003739_00010,57834.0,57834.0,57834.0,True,0.0
4507003933_00010,29435.0,29435.0,29435.0,True,0.0
4507003947_00001,12.0,24.0,136.0,False,124.0
4507003964_00020,14968.0,14968.0,14968.0,True,0.0
4507003965_00050,87760.0,87760.0,87760.0,True,0.0
4507003965_00070,16674.0,16674.0,16674.0,True,0.0
4507003965_00100,3635.0,3635.0,3635.0,True,0.0
4507003965_00110,10813.0,10813.0,10813.0,True,0.0
4507003965_00120,75647.0,75647.0,75647.0,True,0.0
4507003965_00130,96725.0,96725.0,96725.0,True,0.0
4507003965_00140,43592.0,43592.0,43592.0,True,0.0
4507003965_00160,119824.0,119824.0,119824.0,True,0.0
4507003965_00170,77961.0,77961.0,77961.0,True,0.0
4507003965_00190,1286.0,1286.0,1286.0,True,0.0
4507003965_00200,11777.0,11777.0,11777.0,True,0.0
4507003965_00210,50196.0,50196.0,50196.0,True,0.0
4507003965_00220,12486.0,12486.0,12486.0,True,0.0
4507003965_00230,2179.0,2179.0,2179.0,True,0.0
4507003965_00250,775.0,775.0,775.0,True,0.0
4507003965_00260,84470.0,84470.0,84470.0,True,0.0
4507003966_00010,5322.0,5322.0,21289.0,False,15967.0
4507003981_00240,66.0,66.0,66.0,True,0.0
4507004023_00001,1368.0,20530.0,1368.0,False,19162.0
4507004047_00100,74.0,74.0,74.0,True,0.0
4507004188_00010,949.0,949.0,949.0,True,0.0
4507004188_00040,930.0,930.0,930.0,True,0.0
4507004188_00050,970.0,970.0,1941.0,False,971.0
4507004224_00140,627.0,627.0,627.0,True,0.0
4507004227_00060,629.0,629.0,629.0,True,0.0
4507004230_00001,1148.0,1148.0,3444.0,False,2296.0
4507004241_00001,890.0,37401.0,2671.0,False,36511.0
4507004242_00001,650.0,72895.0,17573.0,False,72245.0
4507004243_00001,721.0,79332.0,3606.0,False,78611.0
4507004244_00001,1195.0,142231.0,29880.0,False,141036.0
4507004245_00001,357.0,357.0,715.0,False,358.0
4507004246_00001,708.0,16293.0,2125.0,False,15585.0
4507004247_00001,2338.0,2338.0,44427.0,False,42089.0
4507004248_00001,675.0,1351.0,12834.0,False,12159.0
4507004249_00001,1012.0,157896.0,12145.0,False,156884.0
4507004290_00010,8438.0,8438.0,16877.0,False,8439.0
4507004348_00030,2387.0,2387.0,2387.0,True,0.0
4507004348_00050,1696.0,1696.0,1696.0,True,0.0
4507004355_00090,1404.0,1404.0,1404.0,True,0.0
4507004373_00010,1467.0,1467.0,1467.0,True,0.0
4507004409_00010,606217.0,606217.0,606217.0,True,0.0
4507004413_00020,891.0,891.0,891.0,True,0.0
4507004413_00210,5349.0,5349.0,5349.0,True,0.0
4507004422_00020,25980.0,25980.0,25980.0,True,0.0
4507004422_00030,242487.0,242487.0,242487.0,True,0.0
4507004434_00010,51961.0,51961.0,51961.0,True,0.0
4507004520_00010,77942.0,77942.0,77942.0,True,0.0
4507004520_00020,8660.0,7932792.0,86602.0,False,7924132.0
4507004577_00001,21.0,43.0,215.0,False,194.0
4507004823_00010,26794.0,26794.0,26794.0,True,0.0
4507004876_00010,6928.0,6928.0,6928.0,True,0.0
4507004900_00001,2684.0,16108.0,21477.0,False,18793.0
4507004903_00001,1270.0,1270.0,5080.0,False,3810.0
4507004946_00210,148.0,148.0,148.0,True,0.0
4507004991_00010,27712.0,27712.0,27712.0,True,0.0
4507004991_00020,25980.0,25980.0,25980.0,True,0.0
4507004992_00010,34641.0,34641.0,34641.0,True,0.0
4507004992_00020,3464.0,3464.0,3464.0,True,0.0
4507005000_00010,69282.0,69282.0,69282.0,True,0.0
4507005000_00020,43301.0,43301.0,43301.0,True,0.0
4507005000_00030,41569.0,41569.0,41569.0,True,0.0
4507005000_00040,6928.0,6928.0,6928.0,True,0.0
4507005004_00010,34641.0,34641.0,34641.0,True,0.0
4507005004_00020,32908.0,32908.0,32908.0,True,0.0
4507005004_00030,8660.0,8660.0,8660.0,True,0.0
4507005004_00040,34641.0,34641.0,34641.0,True,0.0
4507005004_00050,4416.0,4416.0,4416.0,True,0.0
4507005004_00060,25980.0,25980.0,25980.0,True,0.0
4507005004_00070,5196.0,5196.0,5196.0,True,0.0
4507005004_00080,12124.0,12124.0,12124.0,True,0.0
4507005004_00090,19918.0,19918.0,19918.0,True,0.0
4507005004_00100,1732.0,1732.0,1732.0,True,0.0
4507005004_00110,4330.0,4330.0,4330.0,True,0.0
4507005004_00120,2944.0,2944.0,2944.0,True,0.0
4507005004_00130,8833.0,8833.0,8833.0,True,0.0
4507005062_00010,3464.0,3464.0,3464.0,True,0.0
4507005152_00030,127.0,127.0,127.0,True,0.0
4507005161_00001,14.0,85.0,14.0,False,71.0
4507005163_00001,838.0,838.0,3353.0,False,2515.0
4507005288_00040,342.0,342.0,342.0,True,0.0
4507005349_00020,8937.0,8937.0,8937.0,True,0.0
4507005349_00030,8937.0,8937.0,8937.0,True,0.0
4507005362_00010,790.0,790.0,1581.0,False,791.0
4507005362_00040,399.0,399.0,399.0,True,0.0
4507005364_00001,722.0,26727.0,2889.0,False,26005.0
4507005365_00001,31.0,31.0,95.0,False,64.0
4507005366_00001,537.0,33872.0,7527.0,False,33335.0
4507005369_00001,201.0,11666.0,1005.0,False,11465.0
4507005370_00001,675.0,249259.0,8105.0,False,248584.0
4507005373_00001,588.0,57124.0,6478.0,False,56536.0
4507005374_00001,125.0,5000.0,250.0,False,4875.0
4507005382_00080,2185.0,2185.0,4371.0,False,2186.0
4507005434_00001,708.0,42504.0,7084.0,False,41796.0
4507005472_00290,627.0,627.0,627.0,True,0.0
4507005502_00001,24.0,171.0,171.0,False,147.0
4507005505_00001,927.0,927.0,2782.0,False,1855.0
4507005634_00010,966241.0,1932483.0,966241.0,False,966242.0
4507005639_00010,273046.0,546092.0,273046.0,False,273046.0
4507005649_00010,370139.0,370139.0,370139.0,True,0.0
4507005680_00010,273.0,273.0,273.0,True,0.0
4507005682_00010,8600.0,8600.0,8600.0,True,0.0
4507005685_00010,2730.0,2730.0,2730.0,True,0.0
4507005688_00010,185424.0,185424.0,185424.0,True,0.0
4507005691_00010,7416.0,7416.0,7416.0,True,0.0
4507005710_00010,805427.0,805427.0,805427.0,True,0.0
4507005720_00010,78025.0,78025.0,78025.0,True,0.0
4507005724_00010,30762.0,30762.0,30762.0,True,0.0
4507005730_00010,20023.0,20023.0,20023.0,True,0.0
4507005735_00010,19017.0,19017.0,19017.0,True,0.0
4507005740_00010,7830.0,7830.0,7830.0,True,0.0
4507005744_00010,5033.0,5033.0,5033.0,True,0.0
4507005788_00001,33.0,198.0,298.0,False,265.0
4507005790_00001,447.0,447.0,2239.0,False,1792.0
4507005862_00090,2360.0,2360.0,2360.0,True,0.0
4507005900_00030,4469.0,4469.0,4469.0,True,0.0
4507006008_00010,5731.0,5731.0,5731.0,True,0.0
4507006011_00001,1428.0,1428.0,1428.0,True,0.0
4507006042_00020,1663.0,1663.0,3326.0,False,1663.0
4507006074_00200,69.0,69.0,69.0,True,0.0
4507006092_00100,2593.0,2593.0,2593.0,True,0.0
4507006131_00001,1151.0,1151.0,4604.0,False,3453.0
4507006261_00010,111640.0,111640.0,111640.0,True,0.0
4507006350_00001,276.0,18798.0,552.0,False,18522.0
4507006352_00001,1039.0,118525.0,19754.0,False,117486.0
4507006355_00001,2338.0,2338.0,37412.0,False,35074.0
4507006356_00001,756.0,14366.0,6048.0,False,13610.0
4507006364_00001,491.0,27499.0,1473.0,False,27008.0
4507006365_00001,366.0,24179.0,1099.0,False,23813.0
4507006370_00001,114.0,10722.0,1254.0,False,10608.0
4507006420_00030,7332.0,7332.0,7332.0,True,0.0
4507006432_00030,189.0,189.0,189.0,True,0.0
4507006434_00001,96.0,1741.0,193.0,False,1645.0
4507006436_00001,680.0,680.0,3400.0,False,2720.0
4507006437_00001,297.0,1191.0,595.0,False,894.0
4507006475_00010,16024.0,16024.0,16024.0,True,0.0
4507006475_00020,6160.0,6160.0,6160.0,True,0.0
4507006475_00030,6933.0,6933.0,6933.0,True,0.0
4507006658_00010,22294.0,22294.0,22294.0,True,0.0
4507006721_00001,675.0,54039.0,5403.0,False,53364.0
4507006799_00001,160.0,7849.0,640.0,False,7689.0
4507006801_00001,1058.0,1058.0,8467.0,False,7409.0
4507006938_00110,2656.0,2656.0,2656.0,True,0.0
4507006942_00120,1496.0,1496.0,1496.0,True,0.0
4507007039_00060,1864.0,1864.0,1864.0,True,0.0
4507007084_00130,345.0,345.0,345.0,True,0.0
4507007084_00140,63.0,63.0,63.0,True,0.0
4507007084_00180,138.0,138.0,138.0,True,0.0
4507007084_00200,138.0,138.0,138.0,True,0.0
4507007084_00210,276.0,276.0,276.0,True,0.0
4507007084_00220,138.0,138.0,138.0,True,0.0
4507007084_00240,138.0,138.0,138.0,True,0.0
4507007084_00250,69.0,69.0,69.0,True,0.0
4507007084_00260,172.0,172.0,172.0,True,0.0
4507007084_00270,138.0,138.0,138.0,True,0.0
4507007084_00280,138.0,138.0,138.0,True,0.0
4507007084_00290,138.0,138.0,138.0,True,0.0
4507007084_00300,207.0,207.0,207.0,True,0.0
4507007084_00330,207.0,207.0,207.0,True,0.0
4507007084_00340,207.0,207.0,207.0,True,0.0
4507007084_00350,69.0,69.0,69.0,True,0.0
4507007084_00360,103.0,103.0,103.0,True,0.0
4507007084_00370,209.0,209.0,209.0,True,0.0
4507007084_00590,1161.0,1161.0,1161.0,True,0.0
4507007113_00220,7259.0,7259.0,7259.0,True,0.0
4507007114_00010,233826.0,233826.0,701480.0,False,467654.0
4507007117_00010,138564.0,138564.0,138564.0,True,0.0
4507007120_00010,346410.0,346410.0,692820.0,False,346410.0
4507007125_00010,270199.0,270199.0,540399.0,False,270200.0
4507007169_00001,125.0,1763.0,503.0,False,1638.0
4507007171_00001,423.0,423.0,3815.0,False,3392.0
4507007194_00190,241.0,241.0,483.0,False,242.0
4507007252_00010,8692.0,8692.0,8692.0,True,0.0
4507007256_00010,8692.0,8692.0,8692.0,True,0.0
4507007398_00001,160.0,1920.0,2080.0,False,1920.0
4507007400_00001,846.0,846.0,2539.0,False,1693.0
4507007412_00110,12673.0,12673.0,12673.0,True,0.0
4507007414_00010,804.0,804.0,804.0,True,0.0
4507007419_00040,4308.0,4308.0,4308.0,True,0.0
4507007696_00010,41361.0,41361.0,41361.0,True,0.0
4507007729_00010,23943.0,23943.0,23943.0,True,0.0
4507007729_00040,20576.0,20576.0,20576.0,True,0.0
4507007756_00001,49.0,1569.0,49.0,False,1520.0
4507007759_00001,672.0,672.0,2018.0,False,1346.0
4507007814_00010,606217.0,606217.0,606217.0,True,0.0
4507007815_00010,1472243.0,1472243.0,2944486.0,False,1472243.0
4507007819_00010,86602.0,86602.0,86602.0,True,0.0
4507007881_00010,601021.0,601021.0,2404086.0,False,1803065.0
4507007888_00010,19338.0,19338.0,38676.0,False,19338.0
4507007888_00020,49883.0,49883.0,99766.0,False,49883.0
4507007888_00030,1151.0,1151.0,2303.0,False,1152.0
4507007947_00010,351606.0,351606.0,703212.0,False,351606.0
4507008040_00010,1241.0,1241.0,1241.0,True,0.0
4507008053_00001,19.0,38.0,19.0,False,19.0
4507008055_00001,147.0,147.0,441.0,False,294.0
4507008223_00010,37169.0,37169.0,37169.0,True,0.0
4507008248_00130,601.0,601.0,601.0,True,0.0
4507008250_00030,1273.0,1273.0,1273.0,True,0.0
4507008282_00001,53.0,427.0,748.0,False,695.0
4507008285_00001,1049.0,1049.0,4198.0,False,3149.0
4507008308_00120,1643.0,1643.0,1643.0,True,0.0
4507008387_00010,8469.0,8469.0,8469.0,True,0.0
4507008434_00010,71535.0,71535.0,71535.0,True,0.0
4507008477_00001,303.0,6969.0,5757.0,False,6666.0
4507008483_00001,633.0,74064.0,2532.0,False,73431.0
4507008489_00010,34641.0,34641.0,34641.0,True,0.0
4507008490_00001,659.0,59982.0,7250.0,False,59323.0
4507008511_00001,25.0,2337.0,50.0,False,2312.0
4507008512_00001,2430.0,172560.0,70482.0,False,170130.0
4507008513_00001,2338.0,2338.0,30397.0,False,28059.0
4507008514_00001,474.0,15176.0,2371.0,False,14702.0
4507008515_00001,708.0,41796.0,11334.0,False,41088.0
4507008516_00001,675.0,9456.0,9456.0,False,8781.0
4507008527_00001,54.0,54.0,704.0,False,650.0
4507008530_00001,1058.0,1058.0,2116.0,False,1058.0
4507008666_00030,17035.0,17035.0,17035.0,True,0.0
4507008688_00020,942.0,942.0,1884.0,False,942.0
4507008802_00190,576.0,576.0,576.0,True,0.0
4507008834_00050,5876.0,5876.0,5876.0,True,0.0
4507008834_00080,5876.0,5876.0,5876.0,True,0.0
4507008834_00100,6059.0,6059.0,12118.0,False,6059.0
4507008834_00110,6038.0,6038.0,12077.0,False,6039.0
4507008834_00120,6150.0,6150.0,12300.0,False,6150.0
4507008834_00150,5883.0,5883.0,11767.0,False,5884.0
4507008844_00010,207.0,207.0,207.0,True,0.0
